lh_or_rh,height,pitchtype,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,183.0,4.0,0.000,0.167,0.143,0.286,0.750,0.333,0.200,0.500,0.273,0.375,0.500,0.000,0.286,0.222,0.333,0.25,0.000,0.167,0.500,1.000,0.429,0.4,1.000,0.364,0.833
0,183.0,5.0,1.000,0.000,0.167,0.000,0.333,0.000,0.000,0.364,0.182,0.200,0.5,0.226,0.000,0.400,0.333,0.25,0.000,0.000,0.500,0.000,0.429,0.4,0.125,1.000,0.833
0,183.0,6.0,1.000,0.333,0.400,0.500,0.000,0.3,0.296,0.400,0.286,1.000,0.000,0.000,1.000,0.500,0.000,0.25,0.231,1.000,0.25,0.500,0.429,0.4,0.125,0.364,1.000
1,177.0,0.0,0.643,1.000,0.000,0.417,0.667,0.571,0.000,0.500,0.000,1.000,1.000,0.000,0.500,0.500,0.750,1.000,0.500,0.750,1.000,0.75,1.0,0.000,1.000,0.500,0.500
1,177.0,1.0,1.000,0.625,0.500,0.667,0.667,0.667,0.154,0.364,0.333,1.000,0.500,0.167,0.611,0.273,0.667,0.250,0.474,0.263,0.538,0.714,1.0,0.200,0.556,0.750,0.800
1,177.0,2.0,1.000,0.484,0.278,0.000,0.667,0.571,0.000,0.667,1.000,1.000,0.563,0.333,0.5,0.500,0.714,0.4,0.000,1.000,1.000,0.75,1.000,0.3,0.52,0.000,0.818
1,177.0,3.0,0.000,0.000,1.000,0.500,0.667,0.500,0.500,0.429,0.267,1.0,1.000,0.000,0.500,0.000,0.714,0.000,0.333,0.200,0.000,0.75,1.0,0.3,1.000,0.615,1.000
1,177.0,4.0,0.429,0.545,0.200,0.000,0.500,0.400,0.286,0.375,0.000,1.0,0.333,0.250,0.364,0.500,0.714,1.000,0.000,0.167,0.000,1.000,1.0,0.000,0.200,1.000,1.000
1,177.0,5.0,1.000,0.500,0.000,1.000,1.000,1.000,0.000,0.333,0.267,1.0,0.563,0.286,0.500,0.333,0.714,0.500,0.000,0.000,1.000,0.75,1.0,0.000,0.52,0.000,0.818
1,177.0,6.0,1.000,0.000,0.333,0.500,0.667,0.571,0.000,0.000,1.000,1.0,1.000,0.2,0.000,0.000,0.714,0.4,0.000,0.000,0.000,0.75,1.0,1.000,0.52,0.615,0.818
1,177.0,0.0,0.462,0.32,0.5,0.4,1.0,0.000,1.000,0.000,0.500,0.0,0.294,0.333,0.419,0.296,0.333,0.833,0.000,0.000,0.176,1.000,1.0,1.000,0.6,0.500,1.0
1,177.0,1.0,1.000,0.000,0.5,0.400,1.000,0.333,0.400,0.500,0.143,0.000,0.571,0.400,0.375,0.353,0.500,0.667,0.333,0.267,0.214,0.250,1.000,0.714,0.500,0.250,1.000
1,177.0,2.0,0.462,0.32,0.5,0.4,1.0,0.526,0.000,0.357,0.000,0.000,0.294,0.333,0.419,0.296,0.000,0.833,0.500,1.000,0.000,0.5,1.0,0.7,0.6,0.375,1.0
1,177.0,3.0,1.000,0.250,0.500,0.4,1.0,0.000,0.000,0.000,0.000,0.0,0.000,0.500,0.419,0.500,0.000,0.833,0.500,0.200,0.000,0.5,1.0,0.7,0.6,0.375,1.0
1,177.0,4.0,0.250,0.444,0.500,0.500,1.000,0.667,0.100,0.313,0.250,0.0,0.000,0.333,0.167,0.000,0.500,1.000,0.500,0.000,0.176,0.5,1.000,0.500,0.6,0.000,1.000
1,177.0,5.0,0.333,0.167,0.400,0.000,1.000,0.800,0.200,0.400,0.000,0.0,1.000,0.000,0.500,0.500,0.000,1.000,0.000,0.296,0.176,1.000,1.0,0.7,1.000,0.375,1.0
1,177.0,6.0,0.462,0.500,0.600,0.4,1.0,0.526,0.500,0.500,0.000,0.0,0.000,0.000,0.750,0.296,0.000,0.833,0.333,0.667,0.000,0.5,1.000,0.7,0.6,1.000,1.0
1,177.0,0.0,0.667,0.333,0.364,1.0,0.5,1.000,0.000,0.000,0.143,1.0,0.364,0.286,0.313,1.000,0.000,0.5,0.2,0.000,0.500,0.500,1.0,0.0,1.0,1.000,1.000
1,177.0,1.0,0.667,0.000,0.500,1.000,0.5,0.333,0.400,0.222,0.500,1.000,0.667,0.333,0.429,0.200,0.500,0.750,0.250,0.167,0.000,0.5,1.000,0.000,1.000,0.8,1.000
1,177.0,3.0,0.667,0.000,0.000,1.0,0.5,0.000,0.273,0.000,0.000,1.0,0.000,0.286,0.000,0.000,0.333,0.5,0.2,1.000,0.5,0.5,1.0,0.0,1.0,1.000,1.0
1,177.0,4.0,0.500,1.000,0.000,1.0,1.000,0.500,0.000,0.250,0.000,1.0,0.000,0.000,0.200,1.000,0.333,0.5,0.2,1.000,1.000,0.000,1.0,0.0,1.0,0.500,1.000
1,177.0,5.0,1.000,0.333,0.000,1.0,0.5,0.000,0.000,0.500,0.000,1.0,0.000,0.000,0.500,1.000,0.333,0.000,0.000,0.4,0.5,1.000,1.0,0.0,1.0,0.8,1.0
1,177.0,6.0,0.667,0.333,0.667,1.0,0.5,0.333,1.000,0.222,0.143,1.0,0.000,0.500,0.000,0.4,0.333,0.000,0.2,0.4,0.5,0.5,1.0,0.0,1.0,0.8,1.0
1,177.0,0.0,0.273,0.2,0.5,0.833,0.0,1.000,0.333,0.500,0.250,0.333,0.750,0.000,0.500,1.000,1.000,0.625,0.176,0.000,0.000,0.667,1.0,0.917,0.000,1.000,0.500
1,177.0,1.0,0.750,0.333,0.800,1.000,0.0,0.667,0.385,0.423,0.375,0.500,0.571,0.278,0.313,0.182,0.800,0.600,0.000,0.364,0.500,0.833,1.000,1.000,0.333,0.333,0.750
1,177.0,3.0,0.273,0.250,0.500,0.000,0.0,0.529,1.000,0.000,0.000,0.333,0.500,0.275,0.333,0.000,0.75,0.625,1.000,0.000,0.500,0.636,1.0,0.917,0.409,0.429,0.75
1,177.0,4.0,0.000,0.000,0.333,1.000,0.0,0.167,0.222,0.200,0.333,0.000,0.250,0.400,0.200,0.000,0.000,0.500,0.000,0.167,0.000,0.000,1.0,1.000,0.600,0.333,0.75
1,177.0,5.0,0.000,0.000,0.500,1.000,0.0,0.000,0.500,0.250,1.000,0.333,0.000,0.000,1.000,0.227,0.75,0.625,1.000,0.24,0.000,0.636,1.0,0.000,0.333,0.429,1.000
1,177.0,6.0,0.273,1.000,0.000,0.833,0.000,1.000,0.000,0.500,0.667,0.333,0.5,0.000,0.308,1.000,0.75,0.625,0.176,1.000,1.000,0.636,1.0,0.917,1.000,0.429,0.75
1,177.0,0.0,0.2,0.267,0.000,0.5,1.000,0.444,1.000,0.000,0.333,1.000,0.000,0.000,0.500,0.000,0.250,0.357,0.188,0.000,0.500,0.667,1.000,0.778,0.000,0.714,1.000
1,177.0,1.0,0.000,1.000,0.500,1.000,1.000,1.000,0.000,0.417,0.286,0.500,0.400,0.222,0.385,0.133,0.333,0.375,0.250,0.500,0.375,0.625,0.000,0.857,0.200,0.667,1.000
1,177.0,2.0,0.2,0.267,0.278,0.5,1.0,0.333,1.000,0.306,1.000,0.6,0.375,0.000,0.000,0.185,0.444,0.357,1.000,0.35,0.267,0.583,0.5,0.778,0.000,0.714,1.0
1,177.0,3.0,0.2,0.000,0.278,0.667,1.0,0.444,0.000,0.250,0.353,1.000,0.500,0.333,0.500,0.000,0.444,0.000,0.000,0.000,0.267,0.583,0.5,0.778,0.500,0.714,1.000
1,177.0,4.0,0.000,0.167,0.000,0.400,1.0,0.222,0.231,0.200,1.000,0.000,0.286,0.182,0.429,0.200,1.000,1.000,0.000,0.200,0.000,0.000,0.5,1.000,0.000,0.714,1.000
1,177.0,5.0,0.2,0.000,0.000,1.000,1.000,0.444,0.300,0.200,0.000,0.6,1.000,0.667,0.000,0.000,0.444,0.250,0.000,1.000,0.000,0.583,0.5,0.778,0.182,1.000,1.0
1,177.0,6.0,1.000,0.000,0.667,0.000,1.0,1.000,0.000,1.000,1.000,0.6,0.375,0.667,0.412,0.667,0.444,0.357,0.000,0.500,0.267,0.583,0.5,0.000,0.182,0.714,1.0
1,177.0,0.0,0.643,0.000,0.000,0.000,1.0,0.000,0.000,1.000,0.000,1.0,0.188,0.200,0.000,1.000,0.667,0.143,0.000,0.000,0.000,0.667,1.0,0.5,1.000,0.667,0.75
1,177.0,1.0,1.000,0.000,0.250,0.000,1.000,0.400,0.308,0.231,0.417,1.000,0.167,0.294,0.231,0.429,0.750,0.250,0.375,0.250,0.308,0.667,1.0,1.000,1.000,0.500,0.600
1,177.0,2.0,0.643,0.333,0.2,1.000,1.0,0.000,0.500,0.379,0.000,1.0,0.188,0.000,0.500,0.36,0.667,0.000,0.31,0.000,0.263,0.667,1.0,0.5,1.0,0.667,0.75
1,177.0,3.0,0.000,0.000,0.500,1.000,1.0,0.000,0.500,0.250,0.000,1.0,0.000,0.000,0.600,0.167,1.000,0.143,0.500,0.500,0.263,0.667,1.0,0.5,1.0,0.667,1.000
1,177.0,4.0,0.571,0.333,0.000,0.000,1.0,0.333,0.167,0.333,0.667,1.000,0.167,0.000,0.250,0.000,0.667,0.000,0.167,0.000,1.000,0.667,1.0,0.333,1.0,1.000,1.000
1,177.0,5.0,0.643,0.333,0.000,0.500,1.0,0.250,0.500,1.000,0.391,1.0,0.000,0.333,0.000,0.000,0.667,0.143,0.250,0.217,0.263,0.667,1.000,0.000,1.000,0.667,1.000
1,177.0,6.0,1.000,0.000,0.000,0.500,1.0,0.286,0.200,0.500,0.667,1.0,0.188,0.000,0.308,0.36,0.000,0.143,0.31,1.000,0.000,0.667,1.0,0.5,1.0,0.667,0.75
1,177.0,0.0,0.000,0.464,0.348,0.25,0.25,0.333,0.339,0.167,0.333,0.714,0.433,0.000,0.333,0.333,1.000,0.333,0.000,0.000,0.600,1.000,0.75,0.333,0.364,1.000,1.000
1,177.0,1.0,1.000,0.750,0.750,1.000,1.000,0.375,0.438,0.217,0.071,0.800,0.412,0.353,0.462,0.176,0.667,0.444,0.462,0.235,0.111,0.625,1.000,0.333,0.250,0.429,1.000
1,177.0,2.0,0.667,0.000,1.000,0.25,0.25,0.500,0.000,1.000,0.289,0.714,0.000,0.000,0.529,0.000,0.000,0.333,0.391,0.226,0.000,0.727,0.75,0.333,0.364,0.556,1.0
1,177.0,3.0,1.000,0.000,0.000,0.000,0.000,0.333,0.400,0.429,1.000,0.714,0.000,0.571,0.286,0.500,1.000,0.333,0.667,0.500,0.000,1.000,0.75,0.000,1.000,0.556,1.0
1,177.0,4.0,0.400,0.375,0.143,0.000,0.25,0.000,0.182,0.429,0.500,1.000,0.333,0.000,1.000,0.000,0.500,0.333,0.200,0.200,0.000,0.727,0.75,0.000,0.000,0.556,1.000
1,177.0,5.0,0.667,0.333,0.333,0.000,0.000,0.250,0.333,0.333,0.250,0.000,0.500,0.200,0.600,0.500,0.611,0.000,0.000,0.226,0.500,0.727,0.500,1.000,1.000,0.556,1.0
1,177.0,6.0,0.750,0.500,0.333,0.000,0.000,0.000,0.556,0.167,0.000,0.714,1.000,1.000,0.667,0.000,0.000,0.000,0.391,0.226,0.000,0.727,0.75,0.333,0.364,0.556,1.0
1,180.0,0.0,0.333,1.000,0.375,1.000,0.33629166666666666,0.000,0.000,0.000,0.000,0.5,0.333,0.000,0.250,1.000,0.0,0.1,0.143,0.111,0.000,0.500,1.000,0.2,1.000,0.500,1.000
1,180.0,1.0,1.000,1.000,1.000,0.5,0.33629166666666666,0.333,0.333,0.167,0.000,0.333,0.000,0.000,0.222,0.667,0.000,0.200,0.143,0.000,0.286,0.333,0.5,0.333,0.600,0.333,1.000
1,180.0,2.0,0.333,0.333,0.375,0.5,0.33629166666666666,0.000,0.500,0.421,0.0,0.5,0.000,0.000,1.000,0.5,0.0,0.1,0.111,0.000,0.4,0.429,0.5,0.2,0.625,0.429,1.0
1,180.0,3.0,0.000,0.000,0.000,0.5,0.33629166666666666,0.000,0.250,0.333,0.0,0.5,0.000,0.000,0.286,0.5,0.0,0.000,0.000,1.000,0.4,1.000,0.5,0.000,0.625,0.429,1.0
1,180.0,4.0,0.500,0.000,0.000,0.5,0.33629166666666666,0.500,0.500,0.750,0.0,0.5,1.000,0.167,0.000,0.000,0.0,0.000,0.111,0.000,1.000,0.000,0.000,0.2,0.000,0.429,1.000
1,180.0,5.0,0.333,0.000,1.000,0.000,0.33629166666666666,0.000,0.333,1.000,0.000,0.5,1.000,0.333,0.250,0.000,0.0,0.1,0.000,0.000,1.000,0.429,0.5,0.2,1.000,0.429,1.0
1,180.0,6.0,0.000,0.000,0.375,0.5,0.33629166666666666,0.167,0.000,1.000,0.0,0.5,0.333,0.000,1.000,0.5,0.0,0.000,0.111,0.111,0.4,0.429,0.5,0.2,0.625,0.429,1.0
1,182.0,0.0,0.273,0.133,0.231,0.0,1.0,1.000,0.455,0.000,0.667,0.4,0.000,0.063,0.4,1.000,1.0,1.000,0.222,0.357,0.000,0.0,0.0,0.429,1.0,0.0,1.0
1,182.0,1.0,1.000,0.000,0.250,0.0,1.000,0.333,0.400,0.222,0.500,0.333,0.333,0.143,0.444,0.125,1.000,0.500,0.400,0.250,0.000,0.0,0.000,0.400,1.000,0.000,1.000
1,182.0,2.0,0.000,0.133,0.000,0.0,1.0,0.429,0.455,0.000,0.667,1.000,0.4,0.063,0.4,0.231,1.0,0.667,0.000,0.000,0.000,0.0,0.0,0.429,1.0,0.0,1.0
1,182.0,3.0,1.000,0.000,0.231,0.0,1.0,0.429,0.000,0.500,1.000,0.000,0.4,0.000,0.000,0.000,1.0,0.667,0.222,0.357,0.077,0.0,0.0,0.429,1.0,0.0,1.0
1,182.0,4.0,0.200,0.250,0.500,0.000,1.0,0.000,0.667,0.500,0.667,0.4,0.000,0.000,0.500,0.500,1.0,1.000,0.000,1.000,0.000,0.000,0.0,0.500,1.000,0.0,1.0
1,182.0,5.0,0.000,0.500,0.231,0.0,1.0,0.429,1.000,0.500,0.000,0.4,1.000,0.000,0.4,0.231,1.0,0.667,0.222,0.000,0.077,0.0,0.0,0.429,1.0,0.0,1.0
1,182.0,6.0,0.000,0.000,0.000,0.0,1.0,0.429,0.000,1.000,1.000,0.4,0.4,0.000,1.000,0.231,1.0,0.667,0.000,0.000,0.500,0.0,0.0,0.429,1.0,0.0,1.000
1,183.0,0.0,0.313,1.000,1.000,0.000,0.6,1.000,1.000,0.667,0.000,0.500,0.333,0.000,0.000,0.000,0.000,0.214,0.625,0.375,0.2,1.000,0.0,0.2,0.143,1.000,0.889
1,183.0,1.0,0.750,0.227,1.000,0.333,0.500,0.667,0.200,0.429,0.200,0.167,0.333,0.154,0.857,0.429,0.667,0.600,0.833,0.357,0.273,0.500,0.0,0.500,0.200,0.500,0.857
1,183.0,2.0,0.313,0.000,0.000,0.25,0.6,0.000,0.000,1.000,0.000,0.214,0.333,0.206,0.529,0.385,1.000,0.000,0.500,0.000,0.2,0.538,0.000,0.2,0.143,0.6,0.889
1,183.0,3.0,0.000,0.000,0.400,0.000,1.000,0.357,0.250,0.500,0.222,0.214,0.500,0.333,0.000,0.000,1.000,0.000,0.000,0.375,0.000,0.538,0.0,0.000,0.143,0.6,1.000
1,183.0,4.0,0.333,0.200,1.000,1.000,0.500,0.333,0.200,0.000,0.333,0.250,0.143,0.222,0.200,1.000,0.000,0.000,0.333,0.600,0.000,0.538,0.0,0.000,0.000,0.6,1.000
1,183.0,5.0,0.000,0.600,0.000,0.500,0.6,0.250,0.125,0.500,0.000,0.000,0.500,0.206,1.000,0.385,0.545,0.214,0.667,1.000,0.2,0.538,0.0,0.000,0.143,0.6,0.889
1,183.0,6.0,1.000,0.000,0.250,0.000,0.6,0.000,0.250,0.000,0.500,0.000,1.000,0.000,0.529,1.000,0.545,0.214,1.000,0.000,0.2,0.500,0.0,0.2,0.143,0.6,0.889
1,183.0,0.0,0.000,0.3,0.000,0.667,1.0,0.167,1.000,0.000,1.000,0.0,0.000,0.000,0.417,0.000,0.500,0.333,0.3,0.2,0.2,0.667,0.4673913043478261,1.0,0.4673913043478261,1.000,1.000
1,183.0,1.0,1.000,0.000,0.000,1.000,1.0,0.000,0.500,1.000,0.167,0.000,0.000,0.429,0.500,0.500,0.750,0.333,0.286,0.333,0.000,0.500,0.4673913043478261,1.000,0.4673913043478261,1.000,1.000
1,183.0,2.0,0.357,0.500,0.286,0.667,1.0,0.000,0.333,0.4,0.000,0.000,0.5,1.000,0.500,0.167,0.000,0.333,0.3,0.000,0.2,0.667,0.4673913043478261,1.0,0.4673913043478261,1.0,1.0
1,183.0,3.0,0.000,0.3,0.286,1.000,1.000,0.000,0.333,0.250,0.417,0.0,1.000,0.667,1.000,0.000,0.000,0.333,0.500,0.2,0.000,0.667,0.4673913043478261,1.0,0.4673913043478261,1.0,1.0
1,183.0,4.0,0.250,0.500,0.500,0.000,1.0,0.333,0.333,0.333,0.417,0.000,0.5,0.600,0.000,0.000,0.5,0.333,0.000,0.2,1.000,0.667,0.4673913043478261,1.0,0.4673913043478261,1.0,1.0
1,183.0,5.0,0.357,0.000,0.500,0.667,1.0,0.333,0.250,0.500,1.000,0.000,1.000,0.500,0.000,0.000,1.000,0.333,0.3,0.2,0.2,0.667,0.4673913043478261,1.0,0.4673913043478261,1.0,1.0
1,183.0,6.0,0.600,0.500,0.286,0.667,1.000,0.167,0.167,0.500,0.500,0.0,0.5,0.526,0.000,0.167,0.5,0.333,0.3,0.000,0.2,1.000,0.4673913043478261,1.000,0.4673913043478261,1.0,1.000
0,185.0,0.0,0.857,1.000,0.000,0.381,1.000,0.333,0.455,0.800,0.333,1.000,0.333,1.000,0.500,0.000,0.412,0.667,1.000,0.500,0.387,0.75,1.0,0.571,0.500,0.000,0.857
0,185.0,1.0,1.000,0.750,0.500,0.500,0.25,0.667,0.500,0.364,0.375,0.500,0.143,0.400,0.469,0.375,0.286,0.000,0.182,0.423,0.417,0.833,1.000,0.600,0.571,0.571,0.833
0,185.0,2.0,0.857,0.429,0.000,0.381,0.000,0.333,0.455,0.333,0.000,0.000,0.000,0.333,0.000,0.276,1.000,0.667,1.000,0.000,0.000,0.75,1.0,0.000,0.5,0.000,0.857
0,185.0,3.0,0.857,0.429,0.000,0.600,0.25,0.333,0.000,0.333,0.500,0.000,0.231,0.41,0.333,0.250,0.412,0.667,0.313,0.000,1.000,0.500,1.0,0.571,0.5,0.4,0.857
0,185.0,4.0,0.800,0.250,0.333,0.333,0.250,0.000,0.750,0.429,0.273,0.500,0.000,0.500,0.400,0.250,1.000,1.000,0.000,0.000,0.000,0.75,1.000,1.000,0.500,0.4,0.857
0,185.0,5.0,0.857,0.333,0.500,0.000,0.500,0.333,0.455,0.000,0.333,0.167,0.231,0.000,0.500,0.000,0.200,1.000,0.313,0.667,0.387,0.75,1.0,0.571,0.000,0.4,0.857
0,185.0,6.0,1.000,0.000,0.000,0.250,0.000,0.333,0.000,0.000,1.000,0.313,1.000,0.000,0.500,0.000,0.500,0.667,1.000,0.500,0.333,0.75,1.0,0.571,0.5,0.000,1.000
0,185.0,0.0,0.545,1.000,0.364,0.2,1.000,0.333,0.333,0.250,0.167,0.536,0.000,0.000,1.000,0.422,0.435,1.000,1.000,1.000,0.000,0.556,0.5,0.75,0.500,0.4,0.333
0,185.0,1.0,0.500,0.625,0.375,0.333,1.000,0.250,0.222,0.364,0.316,0.667,0.429,0.360,0.417,0.440,0.500,0.556,0.385,0.350,0.143,0.500,0.000,0.750,0.600,0.333,0.333
0,185.0,2.0,0.545,0.625,0.364,0.2,0.412,0.333,0.162,0.667,0.000,1.000,0.333,0.325,0.250,0.000,0.435,0.000,0.000,0.333,0.091,0.556,0.5,0.75,0.667,0.4,0.333
0,185.0,3.0,0.667,1.000,0.500,1.000,0.000,0.333,0.333,0.000,0.400,0.536,0.000,0.333,0.500,0.667,0.000,0.533,0.429,0.000,0.091,1.000,0.5,0.000,0.667,0.4,0.333
0,185.0,4.0,0.667,0.500,0.500,0.250,0.429,0.333,0.000,0.182,0.286,0.400,0.000,0.429,0.500,0.444,0.600,0.333,0.400,0.000,0.000,1.000,1.000,1.000,1.000,0.500,0.333
0,185.0,5.0,0.000,0.500,0.333,0.000,0.412,1.000,0.000,0.571,0.300,0.500,1.000,0.000,0.000,0.000,0.250,0.533,0.429,0.000,0.091,0.500,0.5,0.75,0.667,0.4,0.333
0,185.0,6.0,0.545,0.625,0.250,0.000,0.000,0.333,0.000,0.000,0.500,0.500,0.333,0.325,0.500,0.333,0.435,0.533,0.429,0.333,0.091,0.000,0.5,0.75,0.667,0.4,0.333
0,185.0,0.0,0.750,0.538,0.5,0.500,0.0,0.583,0.500,0.375,0.429,0.000,0.000,0.500,0.333,0.400,0.000,0.25,0.500,0.667,0.400,1.000,1.000,0.25,0.500,0.857,1.0
0,185.0,1.0,1.000,0.750,0.5,0.667,0.0,0.667,0.318,0.375,0.423,1.000,0.500,0.375,0.353,0.444,0.000,0.000,0.250,0.455,0.500,0.750,0.750,0.000,0.500,0.857,1.000
0,185.0,2.0,0.500,0.538,1.000,0.000,0.0,0.500,1.000,0.000,0.000,0.286,0.000,0.000,1.000,1.000,0.333,0.25,0.000,0.45,1.000,0.727,0.000,0.25,0.5,0.857,1.0
0,185.0,3.0,1.000,0.000,1.000,0.333,0.0,0.583,0.500,0.333,0.250,0.000,0.308,0.000,0.000,0.400,0.333,1.000,0.000,0.45,0.000,0.727,0.667,0.500,1.000,0.857,1.0
0,185.0,4.0,0.000,0.667,0.000,0.000,0.0,0.000,0.200,0.083,0.300,0.250,0.000,0.400,0.000,0.417,0.500,0.000,0.500,0.000,0.750,0.000,0.667,0.25,0.5,0.857,1.0
0,185.0,5.0,0.75,0.500,0.500,0.500,0.000,0.583,0.378,0.000,0.000,0.000,0.308,1.000,0.000,0.250,0.200,0.25,1.000,0.333,0.000,0.727,0.667,0.25,0.5,0.857,1.0
0,185.0,6.0,0.75,0.500,0.000,0.000,0.000,0.583,1.000,0.500,0.400,0.000,0.000,0.429,0.500,0.500,0.500,0.25,1.000,0.45,0.500,1.000,0.667,0.25,0.5,0.857,1.0
0,185.0,0.0,0.667,0.500,0.278,0.000,0.4,0.583,0.000,0.000,1.000,0.000,0.333,0.250,1.000,0.000,0.2,1.000,0.500,0.000,0.333,0.5,1.0,0.333,1.0,1.000,0.667
0,185.0,1.0,0.667,0.667,0.500,0.167,1.000,0.500,0.421,0.471,0.083,0.800,0.400,0.364,0.500,0.381,0.200,0.300,0.182,0.467,0.125,0.500,1.000,0.500,1.000,1.000,0.500
0,185.0,2.0,0.667,1.000,0.278,0.19,0.4,0.583,0.344,1.000,1.000,0.467,0.000,0.000,0.500,0.500,0.2,0.333,0.000,0.000,1.000,0.5,1.0,0.000,1.0,0.667,0.667
0,185.0,3.0,1.000,0.500,0.000,0.333,0.4,1.000,0.000,0.600,0.125,0.000,0.333,0.000,0.000,0.500,0.2,1.000,0.500,0.421,0.333,0.5,1.000,0.333,1.0,0.000,0.667
0,185.0,4.0,0.667,0.333,0.286,0.000,0.000,0.500,0.500,0.250,0.545,0.250,0.333,1.000,0.571,0.222,0.000,0.000,0.000,1.000,0.250,1.000,1.0,0.333,1.0,0.667,1.000
0,185.0,5.0,0.667,0.000,0.250,0.000,1.000,1.000,0.250,0.333,0.250,0.500,0.000,0.000,0.5,0.000,0.000,0.000,1.000,0.421,1.000,0.500,1.0,0.333,1.0,0.667,0.667
0,185.0,6.0,0.500,0.500,0.500,0.500,0.000,0.583,0.000,0.000,0.429,0.467,0.333,0.000,0.000,0.000,1.000,0.000,0.278,0.421,0.333,0.000,1.0,0.333,1.0,0.667,0.667
0,185.0,0.0,0.75,0.500,0.333,0.000,0.5,1.000,0.345,1.000,0.500,0.5,0.267,0.000,0.400,0.600,0.45,1.000,0.000,0.517,0.000,0.000,0.857,0.667,1.000,0.53225,1.0
0,185.0,1.0,1.000,0.750,0.667,1.000,0.5,0.700,0.368,0.438,0.231,0.429,0.222,0.444,0.333,0.211,0.667,1.000,0.667,0.500,0.571,0.800,0.800,0.667,0.333,0.53225,1.0
0,185.0,2.0,1.000,0.000,0.333,0.308,0.5,0.000,0.345,0.000,0.500,0.500,0.000,0.500,0.408,1.000,0.000,1.000,1.000,0.517,0.000,0.625,1.000,0.667,1.000,0.53225,1.0
0,185.0,3.0,0.75,0.333,0.000,0.000,0.5,0.75,0.333,0.333,0.375,0.5,1.000,0.000,0.500,0.333,1.000,1.000,0.000,0.667,0.000,0.625,0.857,0.667,1.000,0.53225,1.0
0,185.0,4.0,0.000,0.000,0.250,0.333,0.250,1.000,0.400,0.286,0.400,1.000,0.500,0.500,0.667,0.000,0.000,1.0,0.000,0.517,0.200,0.625,0.857,0.667,0.667,0.53225,1.0
0,185.0,5.0,0.75,1.000,0.250,0.000,1.000,0.75,0.000,0.286,0.300,0.250,0.000,1.000,1.000,0.500,0.667,1.0,0.471,1.000,1.000,0.000,0.857,0.667,0.667,0.53225,1.0
0,185.0,6.0,1.000,0.400,0.333,0.000,0.5,0.75,0.000,0.286,0.000,1.000,0.000,0.500,0.000,0.667,0.000,1.0,0.471,0.333,0.44,1.000,0.857,0.667,0.667,0.53225,1.000
0,185.0,0.0,0.556,0.545,0.591,0.333,0.429,0.75,0.000,0.289,0.000,0.167,0.4,1.000,0.000,0.000,0.000,0.5,0.500,0.000,0.000,1.000,0.833,0.5,0.667,0.500,0.857
0,185.0,1.0,0.333,0.800,1.000,0.625,1.000,0.714,0.556,0.263,0.440,0.167,1.000,0.333,0.440,0.214,0.500,0.333,0.385,0.474,0.333,0.500,0.800,0.500,0.714,0.500,0.800
0,185.0,2.0,1.000,0.545,0.591,0.333,0.429,0.75,0.48,0.000,0.4,0.167,0.4,0.348,0.000,0.000,0.385,0.5,0.4,0.500,1.000,1.000,0.833,0.5,0.667,0.5,0.857
0,185.0,3.0,0.000,0.000,0.000,0.000,0.000,1.000,0.48,0.000,0.000,0.167,0.4,0.348,0.400,0.500,0.000,0.5,0.333,0.500,1.000,0.5,1.000,0.5,0.667,0.5,0.857
0,185.0,4.0,0.667,0.500,0.750,0.333,0.167,0.75,0.400,0.200,0.500,0.200,0.000,0.000,0.250,0.429,0.333,1.000,0.500,0.500,0.300,0.333,0.833,0.5,0.333,1.000,0.857
0,185.0,5.0,0.556,1.000,0.000,0.000,0.000,0.75,0.000,0.375,0.300,0.167,0.000,0.348,1.000,0.250,0.385,0.5,0.4,0.424,0.500,0.5,0.833,0.5,1.000,0.000,0.857
0,185.0,6.0,1.000,0.000,0.400,0.000,1.000,0.75,0.48,0.750,0.600,0.000,0.000,0.348,0.000,0.333,1.000,0.5,0.4,0.000,0.250,0.000,0.833,0.5,0.667,0.5,1.000
0,185.0,0.0,0.75,0.467,0.333,0.667,0.385,0.647,0.000,0.000,0.000,0.167,0.583,0.382,0.000,0.500,0.421,0.818,0.393,0.000,0.000,1.000,1.0,0.667,0.625,0.643,0.667
0,185.0,1.0,1.000,0.800,0.714,0.625,1.000,0.692,0.400,0.424,0.294,0.000,0.667,0.357,0.500,0.268,0.625,0.600,0.421,0.364,0.281,0.200,1.000,0.667,0.500,0.643,0.778
0,185.0,2.0,0.75,1.000,0.333,0.344,0.385,0.000,0.000,0.4,0.000,0.167,0.583,0.382,0.000,0.000,0.421,1.000,1.000,0.355,0.000,0.375,1.0,0.667,0.625,0.643,0.667
0,185.0,3.0,1.000,0.500,0.250,0.000,0.000,0.500,0.333,0.600,0.600,0.000,0.583,0.400,0.000,0.143,0.500,1.000,0.500,0.000,0.255,0.375,1.000,0.667,1.000,0.643,0.667
0,185.0,4.0,0.333,0.250,0.333,0.154,0.167,0.647,0.500,0.273,0.667,0.333,0.500,1.000,0.375,0.364,0.250,1.000,0.000,0.400,0.300,0.375,1.0,0.667,1.000,0.643,0.000
