lh_or_rh,height,pitchtype,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,176.0,1.0,0.267,0.833,1.000,1.000,1.000,0.444,0.333,0.333,0.500,0.857,0.364,0.111,0.323,0.500,0.667,0.833,0.400,0.300,0.294,0.500,0.667,0.750,0.231,0.000,1.000
1,176.0,2.0,0.267,0.667,0.222,0.25,0.667,0.323,1.000,0.000,0.000,0.875,0.000,0.000,0.400,0.333,0.000,0.556,0.000,0.356,0.3,1.000,0.667,0.000,0.286,0.0,1.0
1,176.0,3.0,0.000,0.000,0.000,0.25,0.667,0.323,0.000,0.000,0.308,0.875,0.333,1.000,0.500,0.333,0.714,0.556,1.000,1.000,0.3,0.8,0.667,0.429,0.286,0.0,1.0
1,176.0,4.0,0.250,0.500,0.333,0.000,0.500,0.364,0.500,0.444,0.000,1.000,0.111,0.231,0.417,0.000,1.000,0.000,0.250,0.429,1.000,0.8,0.667,0.000,1.000,0.0,1.000
1,176.0,5.0,0.000,0.500,0.000,0.25,0.000,0.000,0.250,0.600,0.000,0.875,0.000,0.176,0.000,0.333,0.714,0.000,0.000,0.000,0.3,0.8,0.667,0.429,0.286,0.0,1.0
1,176.0,6.0,0.667,1.000,0.000,0.000,0.667,0.500,0.000,0.500,0.000,0.875,0.29,0.176,0.000,0.000,0.714,0.556,0.379,0.250,0.3,0.8,0.667,0.429,0.286,0.0,1.000
1,176.0,0.0,1.000,0.000,0.000,0.8,0.667,0.4,0.500,0.250,0.111,0.333,0.273,0.667,0.333,0.000,0.000,0.000,0.667,0.000,0.333,0.556,0.333,0.667,0.444,0.1,1.000
1,176.0,1.0,0.500,0.500,0.063,1.000,0.667,0.625,0.250,0.556,0.200,1.000,0.667,0.462,0.421,0.300,0.455,0.625,0.417,0.333,0.300,0.429,0.500,0.667,0.500,0.000,1.000
1,176.0,2.0,0.176,0.000,0.063,0.8,1.000,0.000,0.256,0.455,0.18,1.000,1.000,1.000,0.327,0.211,0.438,0.4,0.435,0.229,0.314,0.556,0.333,0.615,0.444,0.1,1.0
1,176.0,3.0,0.000,0.235,0.000,1.000,0.667,0.000,0.750,0.667,0.000,1.000,0.000,0.000,0.375,0.500,1.000,0.000,0.500,0.000,0.333,0.556,0.333,0.615,0.000,0.1,1.000
1,176.0,4.0,0.000,0.167,0.143,0.000,0.000,0.286,0.167,0.600,0.500,1.000,0.000,0.400,0.222,0.000,0.438,0.333,0.250,0.000,0.250,0.556,0.000,0.000,0.444,1.000,1.0
1,176.0,5.0,0.176,0.000,0.000,0.667,1.000,0.556,0.000,0.143,0.000,0.778,0.000,0.600,0.000,0.000,1.000,0.000,0.000,0.000,0.333,1.000,0.333,0.615,0.444,0.1,1.000
1,176.0,6.0,0.500,0.250,0.000,1.000,0.667,0.000,1.000,0.000,0.000,0.778,0.273,1.000,0.333,0.211,0.000,0.4,1.000,1.000,0.500,1.000,0.333,0.615,0.444,0.1,1.000
1,176.0,0.0,0.625,0.318,0.333,1.000,0.667,0.348,0.400,0.333,0.000,1.000,1.000,0.250,0.667,0.667,0.500,0.375,0.333,0.500,0.400,0.500,0.0,0.4,0.286,0.000,1.000
1,176.0,1.0,1.000,1.000,0.556,0.600,1.000,0.385,0.313,0.353,0.357,0.571,0.286,0.300,0.400,0.382,0.294,0.400,0.316,0.409,0.429,0.750,0.000,0.667,0.400,0.375,0.875
1,176.0,2.0,0.625,0.318,0.333,0.000,0.667,1.000,0.000,0.500,0.200,0.5,0.2,0.324,0.000,0.000,1.000,0.375,0.000,0.4,0.500,0.667,0.0,0.4,0.286,0.4,0.909
1,176.0,3.0,0.625,0.500,0.000,0.500,0.667,0.500,0.000,0.400,0.000,0.5,0.500,0.500,0.429,0.333,0.500,0.333,0.667,0.250,0.000,0.667,0.0,0.4,0.286,0.4,1.000
1,176.0,4.0,1.000,0.333,0.000,0.000,0.500,0.333,0.000,0.714,0.250,0.000,0.100,0.250,0.500,0.636,0.000,0.375,0.125,0.200,1.000,0.000,0.0,0.4,0.000,1.000,0.909
1,176.0,5.0,0.500,0.000,0.500,0.000,0.667,0.000,0.571,0.600,0.667,0.5,0.000,0.500,0.333,0.333,0.346,0.375,0.500,1.000,0.438,1.000,0.0,0.000,0.286,0.4,1.000
1,176.0,6.0,0.000,0.250,0.000,0.000,0.667,0.000,0.667,0.667,0.000,0.5,0.000,0.000,0.000,0.333,0.346,0.375,0.000,0.4,0.500,0.667,0.0,0.000,0.286,0.4,0.909
1,176.0,0.0,0.000,0.227,1.000,0.286,1.0,0.500,0.333,0.500,0.1,0.000,0.000,0.517,0.000,0.000,0.25,0.2,0.000,0.324,0.000,0.000,0.5,0.5,0.571,0.8,1.000
1,176.0,1.0,0.400,0.333,0.286,0.500,1.000,0.500,0.500,0.333,0.143,0.750,0.600,0.357,0.440,0.346,0.100,0.000,0.000,0.273,0.200,0.000,0.500,0.5,0.667,1.000,1.000
1,176.0,2.0,0.364,0.227,0.273,0.286,1.0,0.250,1.000,0.000,0.1,0.667,0.368,0.000,0.375,0.333,0.25,0.2,0.077,1.000,1.000,0.000,0.5,0.5,0.571,0.8,0.857
1,176.0,3.0,0.000,0.200,0.000,0.286,1.0,0.167,0.000,0.333,0.000,0.667,0.000,1.000,0.375,0.000,0.25,0.2,0.077,0.000,0.000,1.000,0.5,0.000,0.000,0.8,0.857
1,176.0,4.0,1.000,0.400,0.500,0.000,1.000,0.375,0.143,0.286,0.000,0.667,0.000,0.714,0.500,0.000,1.000,0.2,0.250,0.500,0.000,1.000,0.000,1.000,0.571,0.000,0.500
1,176.0,5.0,0.364,0.000,0.000,0.500,1.0,0.000,0.000,0.000,0.1,0.667,0.000,0.500,0.250,1.000,0.25,0.000,0.000,0.500,0.000,0.333,0.5,0.5,0.571,0.8,0.857
1,176.0,6.0,0.000,0.000,0.000,0.000,1.0,0.500,0.000,0.000,0.000,0.667,1.000,0.500,0.000,0.000,1.000,1.000,0.077,1.000,0.174,0.000,1.000,0.000,0.571,0.8,0.857
1,176.0,0.0,0.615,0.105,0.000,0.000,1.000,0.286,0.319,0.273,0.343,1.0,0.500,0.324,0.667,0.667,0.615,0.5,1.000,0.250,0.000,0.000,1.0,0.455,0.429,0.500,1.0
1,176.0,1.0,1.000,0.400,0.600,1.000,0.500,0.333,0.333,0.414,0.269,1.000,0.273,0.450,0.257,0.333,0.583,0.667,0.500,0.256,0.333,0.778,1.000,0.333,0.600,1.000,1.000
1,176.0,2.0,0.615,0.000,1.000,0.417,0.429,1.000,0.319,0.000,0.343,1.000,0.318,0.000,0.333,0.4,0.615,0.5,0.000,0.000,0.295,0.727,1.0,0.455,0.429,0.833,1.0
1,176.0,3.0,0.000,0.000,0.333,0.417,0.000,0.000,0.222,0.111,1.000,1.000,1.000,0.000,0.500,0.500,0.615,1.000,0.000,0.000,0.286,0.727,1.0,1.000,0.429,0.833,1.0
1,176.0,4.0,0.000,0.000,0.429,0.250,0.000,0.200,0.250,0.185,0.600,1.0,0.333,0.125,0.357,0.500,1.000,0.333,0.125,0.231,0.250,1.000,1.0,0.455,0.000,1.000,1.000
1,176.0,5.0,0.500,0.000,0.500,1.000,0.429,0.286,0.333,0.375,0.333,1.0,0.318,0.667,0.500,1.000,0.615,0.000,0.333,0.500,0.333,0.727,1.0,0.455,0.429,0.833,1.0
1,176.0,6.0,0.615,0.000,0.167,0.000,0.429,0.333,0.429,0.000,0.343,1.0,0.000,0.000,0.333,0.000,0.615,0.5,0.382,0.000,0.000,0.727,1.0,0.455,0.000,0.833,1.000
1,176.0,0.0,0.3,0.000,0.368,0.444,1.0,0.000,1.000,0.500,0.000,0.8,0.333,0.3,0.444,0.333,0.667,0.5,0.44,0.4,0.333,0.857,1.0,0.25,0.667,0.2,1.000
1,176.0,1.0,1.000,1.000,0.800,0.500,1.000,0.800,0.438,0.300,0.200,0.667,0.500,0.318,0.462,0.160,0.500,0.500,0.563,0.407,0.438,0.857,1.000,0.000,0.667,0.250,1.000
1,176.0,2.0,0.3,0.313,0.368,0.444,1.0,0.389,0.000,0.000,0.278,0.8,0.333,0.500,0.444,0.167,0.667,0.5,1.000,0.500,0.4,0.857,1.0,0.25,0.667,0.000,1.0
1,176.0,3.0,1.000,0.000,0.333,0.667,1.0,0.500,0.444,0.364,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.44,0.000,0.500,0.857,1.000,1.000,0.667,0.2,1.0
1,176.0,4.0,0.000,0.333,0.000,0.000,1.0,0.286,0.500,0.533,0.400,0.8,0.000,0.333,0.455,0.500,0.667,0.5,0.143,0.444,0.000,0.857,1.000,0.25,0.667,0.2,1.0
1,176.0,5.0,0.000,0.000,0.000,0.444,1.0,0.000,0.375,0.167,0.500,1.000,0.333,0.000,0.444,0.000,0.667,0.5,0.44,0.000,0.4,0.857,1.0,0.25,0.667,0.2,1.0
1,176.0,6.0,0.000,0.313,0.000,0.444,1.0,0.000,0.000,0.500,0.278,0.8,0.333,0.3,1.000,0.167,0.667,0.5,0.000,0.4,1.000,0.857,1.0,0.25,0.667,0.2,1.0
1,176.0,0.0,0.667,0.125,0.286,1.0,0.39256521739130434,0.0,0.083,0.000,0.273,0.5,0.000,1.000,0.348,0.000,1.000,0.375,0.000,0.000,0.357,0.571,0.39256521739130434,0.667,0.000,0.333,0.75
1,176.0,1.0,1.000,0.000,1.000,1.000,0.39256521739130434,0.000,0.000,0.455,0.400,0.500,0.400,0.300,0.182,0.143,0.500,0.600,0.125,0.333,0.222,0.667,0.39256521739130434,1.000,1.000,0.500,0.500
1,176.0,2.0,0.667,0.125,0.286,1.000,0.39256521739130434,0.000,0.083,0.000,0.000,0.5,0.25,0.3,0.348,0.1,0.6,0.375,0.188,0.333,0.357,0.571,0.39256521739130434,0.000,0.5,0.333,1.000
1,176.0,3.0,0.000,0.500,0.000,1.0,0.39256521739130434,0.000,0.083,0.600,0.000,0.5,0.000,0.3,1.000,0.000,0.6,0.375,0.667,1.000,1.000,0.571,0.39256521739130434,0.667,0.5,0.333,0.75
1,176.0,4.0,1.000,0.000,0.000,1.000,0.39256521739130434,0.000,0.000,0.333,0.000,0.5,0.200,0.400,0.333,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.39256521739130434,0.667,0.5,0.000,1.000
1,176.0,5.0,0.667,0.000,0.000,1.0,0.39256521739130434,0.000,0.000,0.423,1.000,0.5,0.25,0.000,1.000,0.1,0.6,0.000,0.188,0.000,0.000,0.571,0.39256521739130434,0.667,0.5,0.333,0.75
1,176.0,6.0,0.000,0.000,0.000,1.0,0.39256521739130434,0.0,1.000,0.500,0.000,0.5,0.25,0.000,0.348,0.1,0.6,0.375,0.188,1.000,0.357,0.571,0.39256521739130434,0.667,0.5,0.333,0.75
1,182.0,0.0,0.231,0.000,0.4,0.333,0.000,0.000,0.400,0.214,0.000,0.6,0.000,1.000,0.000,0.250,1.000,0.5,0.188,0.000,0.273,0.500,0.333,0.25,0.556,0.571,1.000
1,182.0,1.0,1.000,0.000,0.4,1.000,0.5,0.375,0.389,0.375,0.250,0.333,0.400,0.364,0.476,0.250,0.333,0.667,0.000,0.462,0.600,0.500,0.333,0.333,0.667,0.750,1.000
1,182.0,2.0,0.231,0.0,0.4,0.333,0.5,1.000,1.000,0.214,0.000,0.6,0.474,0.375,0.326,0.000,0.5,0.5,0.000,0.000,0.273,0.714,0.333,0.000,0.556,0.571,1.0
1,182.0,3.0,0.250,0.000,0.000,0.333,1.000,0.000,0.500,0.250,0.182,0.6,0.500,0.800,0.250,0.000,0.500,0.000,1.000,0.37,0.273,1.000,0.333,0.25,0.556,0.571,1.0
1,182.0,4.0,0.125,0.000,1.000,0.200,1.000,0.000,0.438,0.000,0.333,1.000,0.667,0.167,0.125,0.000,0.5,1.000,0.000,0.429,0.000,0.714,0.333,0.25,0.500,0.333,1.000
1,182.0,5.0,0.231,0.000,1.000,0.000,0.5,0.000,0.000,0.000,0.000,1.000,0.400,0.400,0.250,0.000,1.000,0.500,0.333,0.333,0.000,1.000,0.333,0.25,0.556,0.571,1.0
1,182.0,6.0,0.231,0.000,0.000,0.333,0.5,0.333,0.250,0.000,0.182,0.6,1.000,0.400,1.000,0.000,0.5,0.5,0.500,0.000,0.000,1.000,0.333,0.25,0.000,0.571,1.000
1,182.0,0.0,0.667,0.238,0.000,0.5,0.6,0.667,0.333,0.333,0.667,0.000,0.333,0.36,1.000,0.333,1.000,0.188,1.000,0.462,0.333,0.600,0.333,1.000,0.3,0.556,0.000
1,182.0,1.0,0.667,1.000,0.111,0.5,1.000,0.333,0.250,0.111,0.222,0.250,0.429,0.286,0.125,0.583,0.667,0.250,0.364,0.500,0.182,0.333,0.333,0.333,0.200,0.500,1.000
1,182.0,3.0,0.000,0.000,0.000,0.5,1.000,0.667,0.000,0.333,0.000,0.5,0.000,0.667,0.500,0.000,0.6,0.188,0.333,0.667,1.000,1.000,0.333,0.571,0.500,0.556,0.5
1,182.0,4.0,0.111,0.273,0.222,0.500,0.000,0.182,0.250,0.571,0.250,0.5,0.400,0.400,0.167,0.000,0.000,0.167,0.000,0.333,0.333,0.545,0.333,1.000,0.333,0.556,0.5
1,182.0,5.0,0.400,0.000,0.167,0.5,0.000,1.000,0.333,0.333,0.500,1.000,1.000,0.000,0.333,0.333,0.6,0.000,1.000,0.000,0.000,1.000,0.333,0.500,0.3,0.556,0.5
1,182.0,6.0,1.000,0.000,0.143,0.5,0.6,0.000,0.000,1.000,0.316,0.5,0.500,0.500,0.333,0.000,0.6,0.188,0.4,0.462,0.263,0.000,0.333,0.571,0.3,0.500,1.000
1,182.0,0.0,1.000,1.000,0.000,0.143,0.667,0.000,0.000,0.000,0.182,1.0,0.000,0.000,1.000,0.250,0.000,0.000,0.467,0.333,0.000,0.667,0.25,0.333,0.333,1.000,0.000
1,182.0,1.0,1.000,0.000,0.333,0.500,0.667,0.500,0.364,0.273,0.333,1.000,0.500,0.200,0.391,0.235,0.333,0.250,0.800,0.273,0.154,0.625,0.333,0.429,0.385,0.250,1.000
1,182.0,3.0,0.000,0.000,0.333,0.143,0.667,0.000,0.000,0.600,0.182,1.0,0.000,0.667,0.436,0.000,0.000,0.333,0.333,0.000,0.000,0.667,0.000,0.333,0.333,0.429,0.9
1,182.0,4.0,0.429,0.143,0.333,0.143,0.667,0.250,0.400,0.444,0.000,1.0,0.286,0.167,0.500,1.000,0.000,0.500,0.500,0.571,0.333,0.667,0.25,0.000,0.000,0.000,0.9
1,182.0,5.0,0.000,0.000,0.500,0.000,1.000,0.000,0.000,0.429,0.000,1.0,0.250,0.667,0.000,0.500,0.125,0.000,0.000,0.400,0.000,0.667,0.25,0.000,0.333,0.429,0.9
1,182.0,6.0,0.000,0.500,0.333,0.000,0.000,0.000,0.000,0.000,0.000,1.0,0.2,0.000,0.000,0.269,0.125,0.231,0.000,0.34,1.000,0.667,0.25,0.333,0.333,0.429,1.000
1,182.0,0.0,0.333,0.259,0.179,0.438,0.667,0.500,0.333,0.667,0.286,0.333,0.000,1.000,0.333,0.400,0.500,1.000,0.25,0.000,0.000,0.500,0.333,1.000,0.000,0.000,1.000
1,182.0,1.0,0.667,1.000,0.429,0.667,0.667,0.500,0.455,0.385,0.250,0.333,0.429,0.625,0.385,0.267,0.250,0.455,0.333,0.000,0.182,0.333,0.333,0.400,0.333,0.429,1.000
1,182.0,2.0,0.500,0.000,1.000,0.438,0.667,0.261,0.333,0.412,0.304,0.375,1.000,0.000,0.385,0.000,0.313,0.389,0.25,0.000,0.3,0.429,0.333,0.000,0.2,0.4,1.0
1,182.0,3.0,0.000,0.143,0.000,0.333,0.667,0.000,0.400,0.500,0.304,0.375,0.000,0.200,0.385,1.000,0.313,0.333,0.000,0.118,1.000,0.500,0.500,0.000,0.2,0.4,1.0
1,182.0,4.0,0.000,0.250,0.071,0.500,0.667,0.000,0.333,0.333,0.500,0.000,0.182,0.250,0.333,0.286,0.000,0.000,0.500,0.000,0.600,0.429,0.333,0.000,0.000,0.500,1.000
1,182.0,5.0,0.333,0.333,0.143,0.000,0.667,0.400,0.000,0.500,0.000,0.375,0.000,0.571,0.000,0.500,1.000,0.000,0.000,0.333,0.3,0.429,0.333,0.000,0.2,0.4,1.0
1,182.0,6.0,0.333,0.333,0.000,0.500,0.667,0.000,0.500,0.400,1.000,1.000,0.500,0.4,1.000,0.342,0.313,0.000,0.25,0.500,0.3,0.429,0.000,0.3,0.2,0.4,1.0
1,182.0,0.0,0.000,0.214,0.143,0.462,0.75,0.333,0.217,0.333,1.000,0.2,0.500,0.000,1.000,0.000,0.750,0.5,1.000,0.500,0.400,0.333,1.0,0.75,0.000,0.25,1.000
1,182.0,1.0,0.667,1.000,0.167,0.571,0.667,0.286,0.286,0.462,0.333,0.167,0.125,0.333,0.545,0.296,0.286,0.000,0.667,0.375,0.231,0.500,1.000,0.000,0.400,0.333,1.000
1,182.0,2.0,0.292,0.214,0.143,0.462,0.75,0.25,0.000,0.500,0.316,0.000,0.000,0.000,0.545,1.000,0.417,0.5,0.467,0.278,0.304,0.4,1.0,0.75,0.333,0.25,1.0
1,182.0,3.0,0.500,0.200,0.000,0.462,0.75,0.333,0.000,0.444,0.316,0.2,0.000,0.250,0.333,0.000,0.417,0.500,0.333,0.000,1.000,0.4,1.0,1.000,0.333,0.25,1.000
1,182.0,4.0,0.200,0.200,0.000,0.500,1.000,0.273,0.400,0.625,0.000,0.2,0.429,0.143,0.500,0.556,0.417,0.000,0.333,0.000,0.000,0.4,1.000,1.000,0.333,0.25,1.0
1,182.0,5.0,0.143,0.000,0.143,0.500,0.75,0.000,0.200,1.000,0.000,0.000,0.400,0.333,1.000,0.000,0.417,0.5,0.000,0.000,0.000,0.4,1.0,1.000,0.333,0.25,1.0
1,182.0,6.0,1.000,0.000,0.333,0.000,0.75,0.250,0.217,0.167,0.000,0.500,0.000,0.281,0.333,0.500,0.000,1.000,0.000,0.500,0.500,0.000,1.0,0.75,0.333,0.000,1.0
1,182.0,0.0,0.1,0.000,0.188,0.286,0.333,0.000,1.000,1.000,0.333,0.8,0.111,0.45,0.500,0.000,1.000,0.222,0.364,0.333,0.000,0.75,0.36933333333333335,0.0,0.667,0.5,0.5
1,182.0,1.0,1.000,0.333,0.188,1.000,0.000,0.571,0.375,0.294,0.375,1.000,0.125,0.500,0.364,0.273,0.400,0.000,0.667,0.333,0.286,0.667,0.36933333333333335,0.000,0.500,0.5,0.500
1,182.0,2.0,0.1,0.000,0.188,0.286,0.333,0.000,0.333,0.000,0.529,0.000,0.111,0.45,0.467,0.000,0.7,0.222,0.000,0.333,0.231,0.75,0.36933333333333335,0.0,0.667,0.5,0.5
1,182.0,3.0,0.000,0.000,0.200,0.000,0.000,0.000,0.200,0.444,0.529,1.000,0.000,0.45,0.500,0.000,1.000,0.222,0.364,0.000,0.000,1.000,0.36933333333333335,0.0,0.667,0.5,0.5
1,182.0,4.0,0.000,0.000,0.333,0.500,0.667,0.400,0.125,0.167,0.800,0.8,0.200,0.000,0.625,0.000,1.000,0.667,0.250,0.333,1.000,0.75,0.36933333333333335,0.0,1.000,0.5,0.5
1,182.0,5.0,0.000,0.200,0.000,0.000,0.333,0.375,0.167,0.800,0.529,1.000,0.000,0.333,0.000,0.176,0.7,0.222,0.500,0.3,0.231,0.75,0.36933333333333335,0.0,0.667,0.500,0.5
1,182.0,6.0,0.000,0.500,0.250,0.000,0.000,0.333,0.000,0.000,1.000,0.8,0.000,1.000,0.667,0.176,1.000,0.000,0.000,0.3,0.000,0.75,0.36933333333333335,0.0,0.667,0.5,0.5
0,169.0,0.0,0.0,0.125,0.167,0.0,0.0,0.0,0.000,0.500,1.000,0.500,0.000,0.000,1.000,0.385,0.0,0.0,0.222,0.1,0.385,0.25,0.0,0.25,0.0,1.000,1.0
0,169.0,1.0,0.0,0.125,0.167,0.0,0.0,0.000,0.500,0.364,0.333,1.000,0.250,0.667,0.125,0.400,0.0,0.000,0.167,0.125,0.444,0.000,0.000,0.000,0.000,0.600,1.000
0,169.0,2.0,0.0,0.125,0.167,0.0,0.000,0.0,0.4,0.000,0.133,0.000,0.25,0.000,0.154,0.385,0.0,0.0,0.000,0.1,0.385,0.25,0.0,0.500,0.000,0.571,1.0
0,169.0,3.0,0.000,0.125,0.000,0.0,0.0,0.0,0.4,0.000,0.133,0.000,0.25,0.417,0.154,0.385,0.0,0.0,0.222,0.000,0.385,0.000,0.000,0.25,0.0,0.571,1.0
0,169.0,4.0,0.000,0.000,0.000,0.0,0.000,0.000,0.500,0.000,0.000,0.333,0.333,0.000,0.000,0.385,0.0,0.0,0.222,0.000,0.333,1.000,0.0,1.000,0.0,0.571,1.0
0,169.0,5.0,0.0,0.500,0.167,0.000,0.000,0.0,0.4,0.667,0.000,0.000,0.25,1.000,0.000,0.000,0.000,0.0,0.000,0.1,0.000,0.25,0.0,0.25,0.0,0.000,1.0
0,169.0,6.0,0.0,0.000,0.400,0.000,0.000,0.0,0.4,0.000,0.000,0.333,0.25,0.417,0.154,0.750,0.0,0.0,1.000,0.1,0.385,0.25,0.0,0.25,0.0,0.571,1.0
0,169.0,0.0,0.5,1.000,0.000,0.333,0.2,0.000,1.000,0.000,0.250,0.063,0.000,1.000,0.250,0.286,0.000,0.000,0.333,0.500,0.800,1.000,0.0,0.000,0.500,0.667,1.0
0,169.0,1.0,0.667,0.000,0.667,0.000,0.500,0.200,0.250,0.182,0.222,0.143,0.250,0.364,0.462,0.571,0.500,0.200,0.091,0.143,0.273,0.600,0.000,0.000,0.500,0.400,1.0
0,169.0,2.0,0.5,0.4,0.25,0.25,0.2,0.000,0.600,0.342,0.000,0.063,0.333,1.000,0.333,0.341,0.3,0.286,0.667,0.000,0.000,0.556,0.0,0.1,0.556,0.5,1.0
0,169.0,3.0,0.000,0.500,0.000,0.000,0.2,0.222,0.000,0.667,0.400,0.063,1.000,0.000,0.333,0.000,0.3,0.286,0.235,0.000,0.000,0.000,0.0,0.000,1.000,0.5,1.0
0,169.0,4.0,1.000,1.000,0.333,0.500,0.000,0.000,0.200,0.400,0.400,0.000,0.333,0.250,0.250,0.250,0.3,0.286,0.235,0.125,0.250,0.556,0.000,0.1,1.000,1.000,1.000
0,169.0,5.0,0.5,1.000,0.000,0.000,0.000,1.000,0.000,0.429,0.000,0.000,0.333,0.000,0.000,0.300,0.000,1.000,0.235,0.000,0.250,0.500,0.0,0.000,0.556,0.5,1.0
0,169.0,6.0,0.500,0.000,0.000,0.500,0.2,0.222,1.000,0.333,0.333,0.000,0.333,0.000,0.000,0.000,0.000,0.286,0.235,0.000,0.000,0.556,0.0,1.000,0.556,0.000,1.0
1,172.0,0.0,0.143,1.000,0.308,0.143,0.5,0.000,1.000,0.500,1.000,0.5,0.563,0.409,0.500,0.250,1.0,0.0,0.333,0.333,0.000,1.0,1.0,0.5,0.000,0.333,1.000
1,172.0,1.0,0.143,0.25,1.000,1.000,0.5,0.500,0.364,0.300,0.182,0.500,1.000,0.300,0.385,0.200,1.000,0.000,0.455,0.286,0.333,1.0,1.000,0.500,0.000,0.500,1.000
1,172.0,2.0,0.143,0.25,0.308,0.143,0.5,0.1,0.250,0.000,0.214,0.5,0.563,1.000,1.000,0.15,1.0,0.000,0.000,1.000,0.286,1.0,1.0,0.5,0.0,0.333,1.0
1,172.0,3.0,0.000,0.000,0.000,0.000,0.5,0.000,0.000,0.000,0.214,0.5,0.000,0.000,0.458,0.000,1.0,0.000,0.500,0.000,0.286,1.0,1.0,0.5,0.0,0.333,1.0
1,172.0,4.0,0.250,0.250,0.000,0.000,0.500,0.1,0.364,1.000,0.214,0.5,0.000,0.333,0.500,0.000,1.0,0.000,0.333,0.000,0.250,1.000,1.0,0.5,0.0,0.000,1.000
1,172.0,5.0,0.000,0.25,1.000,0.000,0.5,0.000,0.600,0.333,0.000,0.5,0.500,0.667,0.667,0.000,1.0,0.000,0.000,1.000,0.286,1.0,1.0,0.5,0.000,0.333,1.0
1,172.0,6.0,0.000,0.000,0.200,0.000,0.5,0.000,0.000,0.000,0.000,0.5,0.000,1.000,0.000,0.000,1.0,0.0,0.000,1.000,0.286,1.0,1.0,0.5,0.0,0.333,1.0
1,172.0,0.0,0.083,0.444,0.3,0.429,1.0,0.000,0.333,0.000,0.500,1.000,0.000,0.500,0.344,0.250,0.167,0.4,0.500,0.333,0.667,1.000,1.000,0.5,0.000,0.444,1.0
1,172.0,1.0,0.083,1.000,0.750,0.667,1.000,0.545,0.320,0.500,0.333,1.000,0.667,0.357,0.167,0.357,0.000,0.375,0.467,0.222,0.143,0.857,0.250,0.667,0.667,0.375,1.000
1,172.0,2.0,0.000,0.444,0.3,0.429,1.0,0.000,0.333,1.000,0.381,1.0,0.000,0.000,1.000,0.231,0.167,0.500,0.000,0.000,1.000,0.889,0.571,1.000,0.444,0.444,1.0
1,172.0,3.0,0.083,0.000,0.000,1.000,1.0,0.286,0.500,0.000,0.000,1.0,0.375,0.556,0.500,0.231,0.500,0.4,0.000,0.000,1.000,0.889,0.571,0.5,0.444,0.444,1.000
1,172.0,4.0,0.000,0.500,0.000,0.000,1.0,0.143,0.308,0.375,0.500,1.0,0.000,0.400,0.500,0.000,0.167,0.500,0.000,0.400,0.333,0.889,1.000,0.250,0.000,0.444,1.0
1,172.0,5.0,0.000,0.444,0.3,0.000,1.0,0.250,0.250,1.000,0.000,1.0,0.333,0.429,0.333,0.000,0.167,0.000,0.333,0.25,0.500,0.889,0.571,0.5,0.444,0.444,1.0
1,172.0,6.0,0.083,0.250,0.000,0.000,1.0,0.000,0.500,0.500,1.000,1.000,0.375,0.500,1.000,0.000,0.167,1.000,0.346,0.25,0.333,0.889,0.571,0.5,0.444,1.000,1.0
1,172.0,0.0,0.278,0.000,1.000,0.333,0.667,0.000,0.500,0.359,0.000,1.0,0.000,0.000,0.750,0.333,1.000,0.357,0.31,0.406,0.318,1.000,1.0,0.667,0.0,0.45049999999999996,0.6
1,172.0,1.0,0.667,0.500,0.000,1.000,0.667,0.429,0.300,0.471,0.500,1.0,0.429,0.167,0.462,0.385,0.600,0.500,0.308,0.526,0.353,0.600,1.000,0.667,0.000,0.45049999999999996,1.000
1,172.0,2.0,0.278,0.357,0.263,0.333,0.667,0.375,0.667,1.000,0.3,1.0,0.000,0.500,0.000,0.000,0.000,0.357,0.500,0.500,0.318,0.667,1.0,0.667,0.0,0.45049999999999996,0.6
1,172.0,3.0,0.000,0.000,0.250,0.333,0.667,0.667,0.000,0.400,0.3,1.0,0.250,0.333,0.000,1.000,0.692,0.250,0.000,0.000,0.318,0.667,1.0,1.000,0.0,0.45049999999999996,0.6
1,172.0,4.0,0.375,0.500,0.667,0.333,0.667,0.571,0.500,0.000,0.000,1.0,0.286,0.500,0.125,0.368,0.750,0.500,0.200,0.125,0.333,0.667,1.000,0.500,0.000,0.45049999999999996,0.000
1,172.0,5.0,0.000,0.500,0.000,0.000,0.667,0.000,0.000,0.000,0.000,1.0,0.800,0.500,0.000,0.368,0.692,0.000,0.000,0.500,0.000,0.667,1.0,0.667,0.0,0.45049999999999996,0.000
1,172.0,6.0,0.000,0.000,0.500,0.000,0.667,0.375,0.500,0.500,0.3,1.0,1.000,0.500,0.333,0.368,0.692,0.357,0.667,0.406,0.000,0.667,1.0,0.000,0.0,0.45049999999999996,0.6
1,172.0,0.0,0.353,0.294,1.000,0.5,1.000,0.4,0.000,0.000,0.250,0.5,0.5,0.000,0.000,0.235,1.0,0.533,1.000,1.000,0.19,1.000,1.0,0.222,1.000,0.571,0.75
1,172.0,1.0,1.000,0.500,0.800,0.750,1.0,0.500,0.375,0.244,0.294,0.500,0.714,0.167,0.472,0.263,1.000,0.500,0.409,0.316,0.200,0.833,1.000,0.200,0.500,0.556,0.667
