lh_or_rh,height,bc,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,183.0,2.0,0.000,0.5,1.0,0.0,0.5,0.6,0.000,0.000,0.32080000000000003,0.32080000000000003,0.000,0.250,0.000,1.000,0.32080000000000003,0.000,1.000,1.0,0.000,0.32080000000000003,0.32080000000000003,0.250,0.000,0.000,1.0
1,183.0,0.0,0.250,0.000,0.000,0.500,1.000,0.400,0.182,0.000,0.500,1.000,0.750,0.400,0.500,0.000,0.000,0.500,0.250,0.556,0.000,0.500,0.6,1.000,0.667,0.000,1.000
1,183.0,1.0,0.800,0.500,0.333,0.800,1.000,0.200,0.333,0.500,0.714,1.000,0.500,0.333,0.300,0.400,1.000,0.000,0.500,0.636,0.000,1.000,1.000,0.000,0.250,0.833,1.000
1,183.0,2.0,0.556,0.143,0.333,0.000,1.000,0.125,0.333,0.357,0.545,1.0,0.400,0.500,0.222,0.273,0.000,0.000,0.286,0.286,0.111,1.000,0.000,0.000,0.400,0.000,1.000
1,183.0,0.0,0.000,0.250,0.000,1.000,0.000,0.000,0.000,0.222,0.333,1.0,0.500,0.600,0.250,0.333,1.0,0.000,0.500,0.500,0.429,0.5,0.000,0.000,0.000,0.333,0.4139166666666667
1,183.0,1.0,0.500,0.333,0.750,0.500,1.000,0.750,0.364,0.400,0.333,1.000,0.500,0.333,0.444,0.231,1.000,1.000,0.500,0.250,0.667,0.500,1.000,0.500,0.000,0.500,0.4139166666666667
1,183.0,2.0,0.000,0.000,0.000,0.500,0.667,0.200,0.500,0.417,0.167,1.0,0.333,0.200,0.250,0.286,1.0,0.000,0.000,0.400,0.250,0.5,0.5,0.25,0.0,0.000,0.4139166666666667
1,183.0,0.0,0.625,0.286,0.375,0.000,0.000,0.182,0.176,0.400,0.500,0.500,0.000,0.455,0.333,0.200,0.714,0.000,0.200,0.125,0.250,0.500,0.000,0.000,0.5,0.0,1.0
1,183.0,1.0,0.714,1.000,0.750,1.000,0.667,0.571,0.467,0.318,0.286,0.5,0.429,0.692,0.357,0.600,1.000,0.800,0.300,0.273,0.286,0.500,0.750,1.000,0.667,0.000,1.000
1,183.0,2.0,0.000,0.200,0.333,0.000,1.000,0.400,0.250,0.280,0.471,0.500,0.600,0.455,0.222,0.167,0.000,0.615,0.455,0.231,0.429,0.667,0.500,0.000,0.000,0.0,1.0
1,183.0,0.0,0.000,0.250,0.200,0.000,0.4395416666666667,0.000,0.222,0.263,0.500,0.75,0.250,0.231,0.375,0.455,0.000,0.500,0.167,0.167,0.250,0.000,1.000,0.714,0.000,0.714,0.833
1,183.0,1.0,0.889,0.667,0.833,1.000,0.4395416666666667,0.800,0.500,0.435,0.500,0.500,0.667,0.286,0.417,0.200,0.0,0.667,0.500,0.235,0.250,0.0,0.833,0.714,0.600,1.000,1.000
1,183.0,2.0,0.000,0.200,0.000,0.000,0.4395416666666667,0.000,0.333,0.350,0.375,1.000,0.375,0.533,0.182,0.500,0.0,0.667,0.417,0.250,0.333,0.000,1.000,0.714,0.000,0.000,0.000
1,183.0,0.0,0.000,0.667,0.000,0.000,0.667,0.222,0.333,0.500,0.250,1.000,0.231,0.154,0.385,0.167,0.667,0.500,0.455,0.182,0.000,0.667,1.0,1.000,0.667,0.833,0.500
1,183.0,1.0,1.000,0.200,0.714,0.000,1.000,0.500,0.167,0.500,0.400,1.000,0.333,0.375,0.250,0.308,0.889,0.333,0.333,0.357,0.154,0.500,1.000,0.500,0.833,0.778,1.000
1,183.0,2.0,0.125,0.333,0.000,1.000,0.8,0.429,0.214,0.267,0.200,1.000,0.167,0.316,0.313,0.429,0.000,0.667,0.273,0.150,0.444,1.000,1.0,0.000,0.500,1.000,1.000
1,178.0,0.0,0.000,1.0,1.000,0.000,0.333,0.4,0.167,0.375,0.667,0.0,0.000,0.143,0.286,0.500,0.000,0.000,0.000,0.286,0.000,0.500,0.75,1.0,0.571,0.39287500000000003,1.0
1,178.0,1.0,1.000,1.000,0.750,1.000,0.333,0.000,0.000,0.500,0.286,0.0,1.000,0.200,0.167,0.500,0.333,1.000,0.000,0.125,0.000,0.000,1.000,1.000,0.750,0.39287500000000003,1.000
1,178.0,2.0,0.000,1.0,0.000,0.25,0.333,0.500,0.083,0.333,0.000,0.000,0.000,0.750,0.111,0.286,0.000,0.000,0.000,0.000,0.400,0.25,0.000,1.0,0.333,0.39287500000000003,1.000
1,178.0,0.0,0.5,0.000,0.000,0.4,1.000,0.000,0.000,0.000,0.000,1.0,0.000,0.000,0.000,0.000,0.5,0.000,0.500,0.000,1.000,0.667,1.0,0.000,0.000,0.25,0.0
1,178.0,1.0,1.000,0.500,0.333,0.500,1.000,0.667,0.000,0.000,0.000,1.000,0.500,0.000,0.500,0.200,1.000,0.000,0.222,0.000,0.000,0.667,1.000,0.000,0.500,0.500,0.0
1,178.0,2.0,0.000,0.000,0.167,0.000,0.000,0.000,0.286,0.000,0.000,1.0,0.000,0.429,0.333,0.333,0.000,0.000,0.250,0.200,0.000,0.667,1.0,0.0,0.000,0.000,0.000
1,178.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.000,0.000,0.0,0.111,0.000,0.429,0.500,0.500,0.000,0.000,0.167,0.250,0.000,0.667,0.000,0.000,0.000,0.500
1,178.0,1.0,0.500,0.500,0.333,0.250,1.000,1.000,0.000,0.333,0.333,0.0,0.500,0.400,0.500,0.300,1.000,1.000,0.250,0.750,0.000,1.000,1.000,0.600,0.667,0.667,1.000
1,178.0,2.0,0.000,0.000,0.000,0.000,0.500,0.400,0.400,0.100,0.500,0.000,0.500,0.000,0.111,0.500,0.833,0.000,0.500,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.8
1,178.0,0.0,0.000,0.500,0.000,0.000,1.000,0.000,0.222,0.143,0.200,1.000,0.100,0.444,0.556,0.250,0.000,0.000,0.300,0.200,0.333,0.000,0.0,0.000,0.000,0.000,0.500
1,178.0,1.0,0.833,0.875,1.000,1.000,1.0,0.333,0.300,0.364,1.000,0.667,1.000,0.143,0.316,0.182,1.000,1.000,0.500,0.333,0.500,0.714,0.000,0.500,0.444,0.714,0.667
1,178.0,2.0,0.000,0.8,0.286,0.000,1.000,0.250,0.111,0.600,0.286,0.000,0.167,0.400,0.267,0.375,0.250,0.250,0.500,0.375,0.500,0.500,0.000,0.000,0.000,0.000,1.000
1,178.0,0.0,0.000,0.333,0.167,0.000,0.000,0.286,0.231,0.200,0.250,0.000,0.000,0.333,0.571,0.083,0.250,0.125,0.167,0.200,0.250,0.333,0.6,0.714,0.333,0.000,0.000
1,178.0,1.0,0.600,0.857,0.818,0.857,1.000,0.600,0.273,0.444,0.286,0.500,0.750,0.600,0.462,0.400,0.250,0.800,0.286,0.500,0.125,1.000,0.750,0.833,0.667,0.833,1.000
1,178.0,2.0,0.000,0.143,0.167,0.75,0.429,0.000,0.278,0.091,0.333,0.000,0.182,0.273,0.333,0.333,0.500,0.333,0.150,0.231,0.222,0.286,0.000,0.000,0.000,0.250,0.75
1,178.0,0.0,0.000,0.143,0.000,0.000,1.000,0.000,0.053,0.364,0.333,0.000,0.200,0.364,0.583,0.286,1.000,0.000,0.500,0.000,0.000,1.000,0.5,0.000,0.000,0.000,0.769
1,178.0,1.0,0.889,0.583,0.875,0.714,1.000,0.636,0.077,0.300,0.400,0.500,0.250,0.222,0.333,0.500,0.333,1.000,0.273,0.417,0.111,0.571,1.000,0.667,0.750,1.000,0.875
1,178.0,2.0,0.615,0.167,0.000,0.400,1.0,0.444,0.500,0.294,0.200,0.000,0.000,0.313,0.222,0.500,0.5,0.400,0.400,0.231,0.250,0.500,0.000,0.5,0.500,0.625,0.600
1,178.0,0.0,0.000,0.000,0.250,0.25,0.857,0.111,0.000,0.091,0.429,1.0,0.000,0.100,0.571,0.200,0.333,0.000,0.286,0.000,0.167,0.500,0.000,0.75,0.6,0.5,1.000
1,178.0,1.0,0.750,0.800,0.500,0.333,0.857,0.667,0.381,0.429,0.143,1.000,0.250,0.429,0.412,0.400,0.167,0.000,0.364,0.429,0.375,1.000,1.000,0.750,0.625,1.000,0.667
1,178.0,2.0,0.000,0.167,0.500,0.000,0.857,0.400,0.429,0.550,0.429,1.0,0.200,0.267,0.450,0.167,0.000,0.000,0.167,0.214,0.167,0.000,0.833,0.75,0.500,0.000,1.000
1,178.0,0.0,0.000,0.250,0.286,0.000,0.000,0.000,0.278,0.462,0.133,1.0,0.000,0.267,0.125,0.400,0.500,0.333,0.167,0.400,1.000,0.667,0.714,0.667,0.000,0.000,0.5
1,178.0,1.0,1.000,0.882,0.500,0.857,0.0,1.000,0.250,0.393,0.357,1.000,0.714,0.273,0.455,0.231,0.667,1.000,0.222,0.375,0.500,1.000,1.000,1.000,0.750,0.750,0.500
1,178.0,2.0,0.000,0.000,0.167,0.500,0.0,0.500,0.222,0.500,0.444,1.000,0.417,0.417,0.294,0.857,0.000,0.000,0.077,0.143,0.333,0.250,0.333,1.000,0.000,0.000,0.5
1,178.0,0.0,0.000,0.250,0.000,0.000,1.0,0.000,0.200,0.571,0.125,0.500,0.250,0.364,0.364,0.000,0.000,0.000,0.125,0.333,0.286,0.667,0.889,0.000,0.333,0.5,0.000
1,178.0,1.0,1.000,0.750,0.800,1.000,1.000,0.625,0.308,0.520,0.200,1.000,0.625,0.462,0.222,0.250,1.000,0.857,0.429,0.444,0.385,1.000,1.000,0.333,0.533,0.667,0.833
1,178.0,2.0,0.000,0.125,0.143,0.000,1.000,0.167,0.269,0.391,0.417,1.000,0.333,0.143,0.429,0.000,0.333,0.6,0.250,0.385,0.000,1.000,0.000,0.000,0.000,0.000,1.000
1,178.0,0.0,0.333,0.000,0.250,0.333,0.333,0.000,0.000,0.000,0.000,0.667,0.250,0.444,0.667,1.000,0.000,0.667,0.000,0.333,0.000,1.000,1.0,0.000,0.000,1.000,1.0
1,178.0,1.0,1.000,0.500,1.000,1.000,1.000,0.250,0.000,0.000,0.250,1.000,0.500,0.200,0.182,0.200,1.000,1.000,0.000,0.000,0.500,1.000,1.000,0.000,0.750,1.000,1.000
1,178.0,2.0,0.333,0.000,0.000,0.6,0.000,0.000,0.333,0.000,0.000,0.500,0.400,0.333,0.333,0.250,0.000,0.000,1.000,0.500,0.250,1.0,1.0,0.333,0.6,1.0,1.0
0,188.0,0.0,1.0,0.000,0.167,0.125,0.000,0.000,0.400,0.333,0.375,0.222,0.000,0.625,0.400,0.450,0.143,0.2,0.000,0.200,0.333,0.000,1.0,0.667,0.000,0.000,0.000
0,188.0,1.0,1.000,0.667,0.625,0.429,0.500,1.000,0.125,0.286,0.455,0.857,0.667,0.250,0.579,0.286,0.143,0.250,0.400,0.267,0.364,0.500,1.000,1.000,0.600,1.000,1.000
0,188.0,2.0,1.0,0.000,0.375,0.333,0.333,0.000,0.462,0.462,0.423,0.5,0.000,0.385,0.417,0.343,0.286,0.000,0.000,0.538,0.583,0.333,1.0,0.000,0.000,0.250,0.833
1,179.0,0.0,0.22046153846153843,0.000,0.000,0.000,0.22046153846153843,0.000,0.000,0.25,0.22046153846153843,0.22046153846153843,0.000,1.000,0.000,0.0,0.22046153846153843,0.22046153846153843,0.333,0.0,0.22046153846153843,0.0,0.22046153846153843,0.22046153846153843,0.22046153846153843,0.22046153846153843,0.22046153846153843
1,179.0,1.0,0.22046153846153843,0.0,1.000,1.000,0.22046153846153843,0.5,1.000,0.000,0.22046153846153843,0.22046153846153843,0.0,0.5,0.500,0.0,0.22046153846153843,0.22046153846153843,1.000,0.000,0.22046153846153843,0.000,0.22046153846153843,0.22046153846153843,0.22046153846153843,0.22046153846153843,0.22046153846153843
1,179.0,2.0,0.22046153846153843,0.0,0.000,0.5,0.22046153846153843,1.000,0.25,0.500,0.22046153846153843,0.22046153846153843,0.000,0.000,0.000,0.000,0.22046153846153843,0.22046153846153843,0.000,0.000,0.22046153846153843,0.0,0.22046153846153843,0.22046153846153843,0.22046153846153843,0.22046153846153843,0.22046153846153843
1,179.0,0.0,0.25,0.250,0.000,0.250,1.000,0.000,0.125,0.200,1.000,0.000,0.000,0.667,0.000,0.000,1.0,0.000,0.333,0.667,0.273,0.75,0.0,0.000,0.000,0.000,1.000
1,179.0,1.0,0.400,1.000,0.500,0.667,0.5,0.400,0.182,0.417,0.500,1.000,0.200,0.167,0.000,0.000,1.0,0.500,0.300,0.500,0.857,1.000,0.000,1.000,0.500,0.000,0.333
1,179.0,2.0,0.000,0.200,0.000,0.000,0.000,0.444,0.167,0.222,0.000,0.000,0.167,0.143,0.000,0.182,1.000,0.000,0.000,0.143,0.500,0.500,0.000,0.5,0.000,0.0,1.000
1,179.0,0.0,0.000,0.200,0.111,0.000,0.000,0.000,0.182,0.385,0.100,1.000,0.000,0.167,0.600,0.333,0.250,1.000,0.667,0.333,0.667,0.000,1.0,0.667,0.000,0.000,1.0
1,179.0,1.0,1.000,0.750,0.800,0.500,1.000,1.000,0.500,0.333,0.333,1.000,1.000,0.375,0.364,0.500,0.000,0.333,0.750,0.200,0.000,0.2,1.000,0.500,1.000,0.500,1.000
1,179.0,2.0,0.000,0.429,0.000,0.667,0.5,0.000,0.200,0.267,0.200,1.0,0.333,0.250,0.400,0.111,0.250,0.5,0.250,0.429,0.000,0.500,1.0,1.000,0.5,0.000,1.000
1,179.0,0.0,0.000,0.333,0.250,0.000,1.000,0.600,0.417,0.409,0.500,1.0,0.500,0.333,0.250,0.375,0.500,0.000,0.500,0.667,0.250,1.000,0.000,0.667,0.667,0.667,1.0
1,179.0,1.0,0.833,0.143,0.556,1.000,1.000,0.250,0.250,0.346,0.500,1.000,0.200,0.571,0.111,0.286,1.000,0.500,0.167,0.286,0.200,0.000,1.000,0.750,0.875,0.750,1.000
1,179.0,2.0,0.385,0.000,0.000,0.000,1.0,0.333,0.400,0.250,0.286,1.000,0.000,0.111,0.435,0.385,0.8,0.25,0.250,0.286,0.214,0.000,0.75,0.500,1.000,0.500,1.000
1,179.0,0.0,0.000,0.000,0.000,0.000,0.39687500000000003,0.000,0.125,0.111,0.333,1.0,0.000,0.143,0.333,0.429,1.0,0.000,0.000,0.250,0.250,1.000,1.0,0.000,0.500,0.0,0.000
1,179.0,1.0,0.500,1.000,1.000,0.600,0.39687500000000003,1.000,0.389,0.357,0.500,1.000,1.000,0.222,0.333,0.000,1.0,0.667,0.250,0.600,0.500,0.500,1.000,0.0,1.000,0.000,1.000
1,179.0,2.0,0.000,0.2,0.000,0.000,0.39687500000000003,0.000,0.286,0.286,0.222,1.000,0.333,0.462,0.000,0.250,1.000,0.000,0.143,0.333,0.111,0.500,1.0,0.0,0.500,0.0,0.667
1,179.0,0.0,0.000,0.000,0.400,0.000,1.000,0.143,0.222,0.333,0.250,0.000,0.091,0.444,0.400,0.571,0.500,0.25,0.300,0.333,0.125,0.5,0.5,0.500,0.333,0.000,1.000
1,179.0,1.0,1.000,0.600,0.429,1.000,1.000,0.571,0.300,0.167,0.455,0.667,0.000,0.200,0.467,0.455,0.500,0.667,0.167,0.462,0.300,1.000,0.500,0.000,0.714,0.750,1.000
1,179.0,2.0,0.000,0.000,0.333,0.000,0.000,0.000,0.417,0.200,0.667,1.000,0.400,0.222,0.313,0.286,1.000,0.000,0.143,0.267,0.308,0.000,0.5,0.000,0.000,0.500,0.000
0,182.0,0.0,0.000,0.000,0.1573888888888889,0.1573888888888889,0.1573888888888889,0.1573888888888889,1.0,0.0,0.000,0.1573888888888889,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.1573888888888889,0.000,1.000,0.1573888888888889,0.5
0,182.0,1.0,1.000,0.0,0.1573888888888889,0.1573888888888889,0.1573888888888889,0.1573888888888889,1.000,0.000,0.0,0.1573888888888889,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.0,0.1573888888888889,0.0,1.0,0.1573888888888889,1.000
0,182.0,2.0,0.000,0.0,0.1573888888888889,0.1573888888888889,0.1573888888888889,0.1573888888888889,1.0,0.000,0.000,0.1573888888888889,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000,0.0,0.0,0.1573888888888889,0.0,1.0,0.1573888888888889,0.000
0,182.0,0.0,0.000,0.5,0.000,0.000,0.0,0.6,0.000,0.333,0.500,0.000,0.5,0.0,1.000,0.200,0.000,1.0,0.0,0.000,0.000,0.000,1.0,0.3082916666666667,0.5,0.000,0.5
0,182.0,1.0,1.000,0.500,1.000,0.000,0.0,0.600,0.0,0.500,0.333,0.25,1.000,0.000,0.000,0.667,0.250,1.000,0.000,0.0,0.500,0.000,1.000,0.3082916666666667,1.000,0.0,1.000
0,182.0,2.0,0.333,0.5,0.333,0.0,0.000,0.6,0.000,0.000,0.200,0.500,0.000,0.000,0.000,0.200,0.000,1.0,0.0,0.000,0.333,0.000,1.0,0.3082916666666667,0.000,0.0,0.000
0,182.0,0.0,0.0,0.333,0.000,0.000,0.000,0.5,0.000,0.667,0.000,0.000,0.000,0.000,0.500,0.200,0.250,0.333,0.0,0.000,0.167,0.000,1.0,0.0,0.333,1.000,0.667
0,182.0,1.0,0.0,1.000,0.000,0.500,1.000,0.5,0.500,0.500,0.000,0.0,1.000,0.000,0.200,0.500,1.000,0.333,0.000,0.500,1.000,0.0,1.000,0.0,1.000,1.0,1.000
0,182.0,2.0,0.000,0.6,0.000,0.333,0.25,0.500,0.500,0.000,0.286,0.000,0.000,0.333,1.000,0.400,0.000,0.333,0.000,0.000,0.000,0.000,1.0,0.000,0.6,1.0,0.500
0,182.0,0.0,1.0,0.0,0.333,0.000,0.000,0.0,0.000,0.250,0.000,0.200,0.000,0.0,0.500,0.000,0.000,0.333,1.000,0.25,0.500,0.000,0.26854545454545453,0.26854545454545453,0.000,0.000,0.26854545454545453
0,182.0,1.0,1.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.600,1.000,0.000,0.0,0.500,1.000,0.0,0.000,1.0,0.333,0.000,0.000,0.26854545454545453,0.26854545454545453,0.0,1.000,0.26854545454545453
0,182.0,2.0,1.000,0.000,0.500,0.000,0.000,0.0,0.167,0.250,0.167,0.000,0.000,0.000,0.5,0.667,0.000,0.500,1.0,0.000,1.000,0.0,0.26854545454545453,0.26854545454545453,0.000,0.333,0.26854545454545453
0,170.0,0.0,1.000,0.000,0.200,0.000,1.000,0.600,0.000,0.200,0.286,0.000,0.000,0.333,0.500,0.333,0.48658333333333337,0.000,0.250,0.200,0.333,1.000,1.000,0.500,0.500,0.875,1.0
0,170.0,1.0,1.0,0.857,1.000,0.800,0.5,0.667,0.333,0.429,0.000,0.000,0.500,0.800,0.375,0.000,0.48658333333333337,1.000,0.000,0.500,0.500,0.000,0.750,1.000,1.000,1.000,1.000
0,170.0,2.0,1.000,1.000,0.500,0.500,0.000,0.625,0.250,0.167,0.000,0.000,0.000,0.250,0.167,0.571,0.48658333333333337,1.000,0.250,0.375,0.400,0.333,0.667,0.75,0.000,0.000,1.0
0,170.0,0.0,1.000,0.000,0.200,0.000,0.000,0.000,0.286,0.200,0.000,0.250,0.000,0.000,0.667,0.286,0.000,1.000,0.333,0.000,0.286,1.0,1.0,0.000,0.667,1.0,0.0
0,170.0,1.0,1.000,0.000,0.143,0.667,1.000,0.500,0.400,0.000,0.000,1.000,0.667,0.000,0.400,0.000,0.2,1.000,0.000,0.200,0.333,1.000,1.000,1.000,0.667,1.000,0.0
0,170.0,2.0,1.0,0.000,0.000,0.500,0.000,0.000,0.500,0.250,0.500,0.000,0.000,0.400,0.667,0.600,0.333,1.0,0.000,0.333,0.250,1.0,1.0,0.000,0.667,1.0,0.000
0,170.0,0.0,0.500,0.400,0.333,0.250,0.4,1.000,0.200,0.000,0.143,0.333,0.000,0.000,0.000,0.125,0.429,0.333,0.000,0.400,0.000,0.000,1.000,0.000,0.000,0.75,1.0
0,170.0,1.0,0.333,0.667,0.556,0.286,1.000,0.500,0.200,0.364,0.333,0.600,1.000,0.400,0.300,0.429,0.600,1.000,0.000,0.231,0.200,0.833,1.000,0.667,1.000,0.750,1.000
0,170.0,2.0,1.000,0.333,0.143,0.250,0.000,0.200,0.250,0.348,0.222,0.000,0.143,0.333,0.222,0.286,0.000,0.6,0.667,0.111,0.000,0.714,1.000,0.333,0.8,0.75,1.0
0,170.0,0.0,0.500,0.000,0.300,0.333,1.0,0.000,0.111,0.409,0.385,0.286,0.333,0.167,0.222,0.286,0.250,0.500,0.250,0.286,0.143,0.000,1.0,0.000,0.000,0.500,0.000
0,170.0,1.0,1.000,0.500,0.750,0.000,1.000,0.571,0.273,0.286,0.111,0.333,0.600,0.364,0.429,0.500,0.800,0.714,0.250,0.294,0.333,1.000,1.000,0.750,1.000,1.000,1.000
0,170.0,2.0,0.000,0.250,0.375,0.500,1.0,1.000,0.250,0.313,0.364,0.250,0.714,0.111,0.417,0.000,0.400,0.000,0.500,0.385,0.313,0.250,1.000,0.000,0.333,0.000,0.000
0,170.0,0.0,0.750,0.667,0.167,0.750,0.6,0.000,0.000,0.091,0.333,0.667,0.667,0.000,0.438,0.308,0.200,0.000,0.000,0.300,0.333,0.250,0.5,0.000,0.667,1.000,0.000
0,170.0,1.0,1.000,0.833,0.857,0.500,1.000,0.667,0.333,0.400,0.462,0.750,0.750,0.286,0.227,0.462,0.400,1.000,0.500,0.100,0.200,1.000,1.000,0.714,1.000,0.923,1.000
0,170.0,2.0,0.333,0.500,0.286,0.200,0.000,0.000,0.444,0.158,0.294,0.250,0.500,0.167,0.182,0.300,0.500,0.500,0.400,0.667,0.333,0.333,0.000,0.000,0.000,0.667,0.75
0,170.0,0.0,0.500,0.667,0.333,0.125,0.333,0.667,0.300,0.467,0.269,0.429,0.333,0.500,0.333,0.400,0.167,0.200,0.625,0.444,0.111,0.000,1.000,0.667,1.000,1.000,1.0
0,170.0,1.0,0.333,0.778,0.500,0.700,1.000,0.714,0.333,0.333,0.429,0.400,0.700,0.100,0.333,0.227,0.583,0.500,0.300,0.667,0.286,0.667,1.000,0.800,0.600,0.909,1.000
0,170.0,2.0,0.250,0.429,0.167,0.500,0.000,1.000,0.333,0.259,0.242,1.000,0.200,0.300,0.417,0.353,0.182,0.500,0.222,0.200,0.077,0.375,0.000,0.000,0.000,0.917,1.0
0,170.0,0.0,0.000,0.500,0.000,1.000,0.5,0.000,0.000,0.500,0.111,0.000,0.000,0.000,0.000,0.143,0.333,1.000,0.000,1.000,0.000,0.000,0.667,0.000,0.500,0.0,1.0
0,170.0,1.0,1.000,1.000,0.333,0.667,0.500,0.500,0.500,0.167,0.500,0.500,0.000,0.400,0.500,0.500,0.500,1.0,0.000,0.333,0.333,0.500,1.000,0.0,1.000,0.0,1.000
0,170.0,2.0,1.000,0.000,0.333,0.000,0.5,0.333,0.200,0.125,0.111,0.000,1.000,0.000,0.333,0.300,0.000,1.0,0.0,0.429,0.400,0.500,0.500,0.0,0.75,0.000,1.0
0,170.0,0.0,0.500,0.500,0.286,0.000,0.000,0.000,0.333,0.353,0.583,0.200,0.500,0.667,0.333,0.250,0.667,0.667,0.286,0.222,0.300,1.000,1.0,0.000,0.500,1.000,0.9
0,170.0,1.0,1.000,0.500,0.727,0.500,1.000,1.000,0.417,0.609,0.526,0.500,0.500,0.333,0.313,0.333,1.000,0.667,0.250,0.273,0.400,0.500,1.000,1.000,0.875,0.909,1.000
0,170.0,2.0,0.250,0.000,0.000,0.200,0.545,0.667,0.625,0.389,0.353,0.400,0.000,0.250,0.417,0.348,0.000,0.667,0.667,0.200,0.500,0.600,1.000,0.75,0.8,0.000,0.000
0,170.0,0.0,0.667,0.333,0.000,0.333,0.000,0.000,0.286,0.333,0.227,0.333,1.000,0.250,0.300,0.357,0.000,1.000,0.200,0.286,0.600,0.500,0.000,0.000,0.000,0.375,0.917
0,170.0,1.0,1.000,1.000,1.000,0.667,1.000,0.800,0.278,0.464,0.464,0.667,0.800,0.600,0.444,0.429,0.889,1.000,0.375,0.364,0.357,0.800,1.000,0.875,0.500,0.600,0.909
0,170.0,2.0,0.8,0.250,0.429,0.333,0.667,0.750,0.231,0.360,0.320,0.333,0.833,0.000,0.280,0.435,0.400,1.0,0.333,0.300,0.154,0.250,1.000,0.000,1.000,0.000,1.000
0,170.0,0.0,0.000,0.000,0.000,0.333,0.333,0.000,0.444,0.429,0.111,0.143,0.333,0.125,0.714,0.300,0.400,1.000,0.400,0.000,0.125,0.000,1.0,0.333,0.000,1.000,0.875
0,170.0,1.0,0.25,0.667,0.500,0.800,1.000,0.800,0.000,0.231,0.364,1.000,0.833,0.182,0.417,0.400,0.429,0.600,0.286,0.625,0.286,1.000,1.000,0.500,1.000,0.667,0.875
0,170.0,2.0,0.333,0.000,0.500,0.000,0.500,1.000,0.455,0.471,0.300,0.000,0.333,0.133,0.273,0.467,1.000,0.000,0.000,0.000,0.273,0.000,1.000,0.000,0.000,0.000,0.875
1,177.0,0.0,0.000,0.000,0.000,0.3333333333333333,0.000,1.0,0.000,0.0,0.0,1.000,1.000,0.000,0.3333333333333333,0.000,0.3333333333333333,0.0,1.0,0.0,0.000,0.3333333333333333,1.000,0.5,1.000,0.0,1.000
1,177.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.000,0.000,0.000,0.000,1.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.000,0.000,0.000,0.3333333333333333,0.5,0.500,1.0,0.0,1.0
1,177.0,2.0,0.0,0.0,0.0,0.3333333333333333,0.000,1.0,0.000,0.000,0.0,1.0,1.0,0.000,0.3333333333333333,0.000,0.3333333333333333,0.000,1.0,0.0,0.0,0.3333333333333333,0.000,0.5,1.0,0.000,1.0
1,177.0,0.0,0.000,0.10714285714285714,0.10714285714285714,0.0,0.000,0.000,0.5,0.0,0.000,0.10714285714285714,0.000,0.000,0.000,0.0,0.000,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.0,1.000,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714
1,177.0,1.0,0.0,0.10714285714285714,0.10714285714285714,0.0,0.0,0.0,0.000,0.0,0.0,0.10714285714285714,0.000,0.000,0.000,0.000,0.0,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.000,1.0,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714
1,177.0,2.0,0.0,0.10714285714285714,0.10714285714285714,0.000,0.000,0.0,1.000,0.000,0.0,0.10714285714285714,0.0,0.0,0.000,0.0,0.0,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.000,1.000,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714
1,177.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.0,0.000,0.33165217391304347,1.000,0.000,1.000,0.33165217391304347,0.000,0.333,0.500,0.333,1.000,1.000,1.0,0.000,0.000,0.0,1.0
1,177.0,1.0,0.0,0.000,0.6,0.0,1.000,0.0,0.25,0.0,0.500,0.33165217391304347,0.000,0.000,0.000,0.33165217391304347,0.0,0.500,0.000,0.000,1.0,1.0,1.000,0.0,0.0,0.000,1.000
1,177.0,2.0,0.0,0.000,0.750,0.000,0.667,0.0,0.25,0.000,0.333,0.33165217391304347,0.000,0.500,0.000,0.33165217391304347,0.000,0.000,0.500,0.750,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,177.0,0.0,0.0,0.000,1.0,0.000,0.000,0.000,0.500,0.333,0.000,0.5,0.000,0.667,1.000,0.000,0.3760833333333333,0.333,0.000,0.000,0.000,0.5,0.000,0.333,0.5,0.000,0.667
1,177.0,1.0,0.0,0.0,1.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.500,1.000,0.200,0.000,0.3760833333333333,1.000,1.000,0.000,1.000,0.5,1.000,0.000,0.500,0.000,1.000
