lh_or_rh,height,bc,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,185.0,2.0,0.000,0.000,0.000,0.000,1.000,0.000,0.294,0.476,0.455,1.000,0.000,0.300,0.417,0.273,0.667,0.286,0.750,0.538,0.333,0.500,0.000,0.333,0.500,0.000,1.000
1,185.0,0.0,0.125,0.000,0.167,0.000,0.833,0.300,0.429,0.444,0.250,0.6,0.000,0.364,0.429,0.400,1.000,0.000,0.222,0.375,0.000,1.000,1.0,0.000,0.429,0.000,1.000
1,185.0,1.0,0.750,0.818,0.500,0.333,0.800,0.571,0.222,0.391,0.174,1.000,0.667,0.538,0.563,0.636,1.000,0.714,0.667,0.733,0.538,0.500,1.000,0.800,0.750,0.714,0.750
1,185.0,2.0,0.000,0.000,0.000,0.000,1.000,0.250,0.296,0.556,0.435,0.000,0.000,0.500,0.533,0.333,0.667,0.333,0.273,0.188,0.111,0.500,1.0,0.500,0.000,0.000,0.500
1,185.0,0.0,0.000,0.000,0.125,0.000,0.818,0.111,0.091,0.286,0.200,0.000,0.000,0.231,0.000,0.200,0.000,0.333,0.200,0.250,0.000,0.667,0.889,0.000,0.000,0.333,1.000
1,185.0,1.0,0.818,0.556,0.688,0.800,0.900,0.800,0.500,0.650,0.556,0.571,0.636,0.563,0.364,0.438,0.750,0.714,0.389,0.278,0.357,0.900,1.000,1.000,0.545,0.600,0.917
1,185.0,2.0,0.000,0.000,0.273,0.500,0.000,0.000,0.308,0.333,0.333,0.000,0.250,0.385,0.500,0.308,0.375,0.200,0.357,0.385,0.167,1.000,0.000,1.000,0.333,0.000,0.500
1,174.0,0.0,0.42915000000000003,0.000,0.000,1.0,0.42915000000000003,0.42915000000000003,0.000,0.500,0.25,0.42915000000000003,0.5,0.167,0.5,1.000,0.5,0.000,0.000,0.000,0.667,1.0,0.42915000000000003,1.0,0.0,0.000,1.0
1,174.0,1.0,0.42915000000000003,0.667,0.333,1.000,0.42915000000000003,0.42915000000000003,0.000,0.200,0.000,0.42915000000000003,1.000,0.333,1.000,0.000,0.500,0.0,0.0,0.000,1.000,1.000,0.42915000000000003,1.000,0.0,1.000,1.000
1,174.0,2.0,0.42915000000000003,0.000,0.2,1.0,0.42915000000000003,0.42915000000000003,0.000,0.333,1.000,0.42915000000000003,0.000,0.000,0.000,0.000,0.5,0.0,0.0,1.000,0.500,1.0,0.42915000000000003,1.0,0.000,0.000,1.0
1,174.0,0.0,0.43757142857142856,0.000,1.0,0.43757142857142856,0.43757142857142856,0.000,0.333,0.500,0.333,0.43757142857142856,0.000,0.43757142857142856,0.0,0.000,0.43757142857142856,0.43757142857142856,0.000,0.000,1.0,0.43757142857142856,1.0,0.43757142857142856,1.0,0.43757142857142856,0.43757142857142856
1,174.0,1.0,0.43757142857142856,0.0,1.0,0.43757142857142856,0.43757142857142856,0.667,0.333,1.000,1.000,0.43757142857142856,0.0,0.43757142857142856,0.0,0.0,0.43757142857142856,0.43757142857142856,1.000,0.0,1.000,0.43757142857142856,1.000,0.43757142857142856,1.000,0.43757142857142856,0.43757142857142856
1,174.0,2.0,0.43757142857142856,0.0,1.000,0.43757142857142856,0.43757142857142856,0.4,0.000,1.000,0.000,0.43757142857142856,0.0,0.43757142857142856,0.000,0.0,0.43757142857142856,0.43757142857142856,0.000,0.000,1.000,0.43757142857142856,1.0,0.43757142857142856,1.0,0.43757142857142856,0.43757142857142856
1,181.0,0.0,0.0,0.000,0.000,0.000,0.0,0.000,0.000,0.000,0.500,1.0,0.000,0.5,0.333,0.500,0.29239130434782606,0.000,0.000,1.000,0.000,0.29239130434782606,1.0,0.5,0.000,1.0,0.0
1,181.0,1.0,0.000,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.500,1.000,0.29239130434782606,0.0,0.333,0.000,0.000,0.29239130434782606,1.000,0.500,1.000,1.000,0.000
1,181.0,2.0,0.000,0.000,0.000,0.0,0.0,0.000,0.333,0.0,0.333,1.0,0.000,1.000,0.333,0.667,0.29239130434782606,0.0,0.000,0.000,1.000,0.29239130434782606,1.0,0.5,0.5,1.000,0.0
0,180.0,0.0,0.4415,0.5,0.333,0.000,0.4415,0.4415,0.000,0.000,0.667,0.333,0.000,0.333,0.000,0.500,0.667,0.4415,0.500,0.5,0.667,0.0,1.0,0.4415,0.000,1.0,1.0
0,180.0,1.0,0.4415,0.667,1.000,0.0,0.4415,0.4415,0.500,0.333,0.000,1.000,1.000,0.000,1.000,0.333,0.667,0.4415,0.200,0.500,0.000,0.0,1.000,0.4415,0.667,1.000,1.000
0,180.0,2.0,0.4415,0.000,0.000,0.000,0.4415,0.4415,0.500,0.333,0.429,0.000,0.000,0.571,0.500,0.000,0.667,0.4415,0.333,0.500,0.000,0.000,1.0,0.4415,0.4,1.0,1.0
0,180.0,0.0,0.000,0.000,0.000,0.500,0.000,0.0,0.250,0.500,0.000,0.000,1.000,0.333,0.000,0.000,0.000,1.000,0.000,0.500,0.000,0.000,1.0,0.5,0.000,1.0,0.000
0,180.0,1.0,1.000,0.5,0.500,0.500,0.500,0.0,0.500,0.333,0.000,0.500,0.000,0.250,0.400,0.2,1.000,1.0,0.000,0.000,0.333,1.000,1.000,0.500,0.0,1.000,1.000
0,180.0,2.0,1.000,1.000,0.333,0.000,0.333,0.000,0.625,0.400,0.333,0.000,0.000,0.250,0.357,0.400,0.000,1.0,0.250,1.000,0.000,0.000,1.000,0.5,0.0,1.0,0.5
0,180.0,0.0,1.000,1.0,0.167,0.000,0.000,0.333,0.000,0.333,0.000,0.000,0.4,0.000,0.600,0.333,0.5,0.0,0.000,1.000,0.000,0.000,1.000,0.000,0.5,0.000,0.5
0,180.0,1.0,1.000,1.000,1.000,0.000,1.000,0.333,0.000,0.667,0.000,1.000,0.400,0.333,0.500,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.0,0.000,0.800,0.000,1.000
0,180.0,2.0,1.0,1.0,0.000,0.000,0.5,0.333,0.500,0.500,0.000,0.333,0.4,0.333,0.667,0.364,0.000,0.0,0.500,0.750,0.333,0.500,1.000,0.500,0.000,0.000,0.000
0,180.0,0.0,0.4415,0.5,0.333,0.000,0.4415,0.4415,0.000,0.000,0.667,0.333,0.000,0.333,0.000,0.500,0.667,0.4415,0.500,0.5,0.667,0.0,1.0,0.4415,0.000,1.0,1.0
0,180.0,1.0,0.4415,0.667,1.000,0.0,0.4415,0.4415,0.500,0.333,0.000,1.000,1.000,0.000,1.000,0.333,0.667,0.4415,0.200,0.500,0.000,0.0,1.000,0.4415,0.667,1.000,1.000
0,180.0,2.0,0.4415,0.000,0.000,0.000,0.4415,0.4415,0.500,0.333,0.429,0.000,0.000,0.571,0.500,0.000,0.667,0.4415,0.333,0.500,0.000,0.000,1.0,0.4415,0.4,1.0,1.0
0,180.0,0.0,0.000,0.000,0.000,0.500,0.000,0.0,0.250,0.500,0.000,0.000,1.000,0.333,0.000,0.000,0.000,1.000,0.000,0.500,0.000,0.000,1.0,0.5,0.000,1.0,0.000
0,180.0,1.0,1.000,0.5,0.500,0.500,0.500,0.0,0.500,0.333,0.000,0.500,0.000,0.250,0.400,0.2,1.000,1.0,0.000,0.000,0.333,1.000,1.000,0.500,0.0,1.000,1.000
0,180.0,2.0,1.000,1.000,0.333,0.000,0.333,0.000,0.625,0.400,0.333,0.000,0.000,0.250,0.357,0.400,0.000,1.0,0.250,1.000,0.000,0.000,1.000,0.5,0.0,1.0,0.5
0,180.0,0.0,1.000,1.0,0.167,0.000,0.000,0.333,0.000,0.333,0.000,0.000,0.4,0.000,0.600,0.333,0.5,0.0,0.000,1.000,0.000,0.000,1.000,0.000,0.5,0.000,0.5
0,180.0,1.0,1.000,1.000,1.000,0.000,1.000,0.333,0.000,0.667,0.000,1.000,0.400,0.333,0.500,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.0,0.000,0.800,0.000,1.000
0,180.0,2.0,1.0,1.0,0.000,0.000,0.5,0.333,0.500,0.500,0.000,0.333,0.4,0.333,0.667,0.364,0.000,0.0,0.500,0.750,0.333,0.500,1.000,0.500,0.000,0.000,0.000
1,183.0,0.0,0.8,0.000,0.333,0.000,1.0,0.250,0.500,0.000,0.000,1.000,0.500,0.000,0.500,0.500,0.5,0.000,0.333,0.667,0.125,0.5,1.0,0.5,0.000,0.42416666666666664,1.0
1,183.0,1.0,1.000,0.0,1.000,0.0,1.000,0.000,0.500,0.000,0.000,0.5,0.000,0.167,0.667,0.500,0.667,1.000,1.000,0.250,0.000,0.000,1.000,1.000,1.000,0.42416666666666664,1.000
1,183.0,2.0,0.000,0.0,0.714,0.0,1.0,0.000,0.000,0.333,0.000,0.000,0.250,0.167,0.273,0.400,0.000,0.500,0.000,0.000,0.200,1.000,1.0,0.000,0.5,0.42416666666666664,1.000
1,183.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,1.000,0.000,0.167,0.500,0.222,0.500,0.000,0.400,0.000,0.333,0.500,1.0,0.000,0.000,0.000,1.0
1,183.0,1.0,1.000,1.000,0.667,1.000,1.000,0.750,0.429,0.167,0.200,1.0,0.750,0.083,0.333,0.000,0.500,1.000,0.500,0.300,0.500,1.000,1.000,0.500,0.625,0.800,1.000
1,183.0,2.0,0.000,0.000,0.000,0.667,0.5,0.200,0.375,0.300,0.429,1.0,0.250,0.500,0.462,0.294,0.000,1.000,0.200,0.222,0.000,0.333,1.0,0.000,0.500,1.000,1.000
1,183.0,0.0,1.0,0.000,0.39252380952380955,0.000,0.39252380952380955,0.000,0.000,0.143,0.000,0.39252380952380955,0.500,0.000,0.667,0.0,1.000,0.5,0.000,0.000,1.000,1.0,0.39252380952380955,0.333,0.5,1.0,1.0
1,183.0,1.0,1.000,0.000,0.39252380952380955,0.0,0.39252380952380955,0.000,0.333,0.000,0.000,0.39252380952380955,0.333,0.250,0.667,0.000,0.000,0.500,0.500,0.333,0.000,1.0,0.39252380952380955,0.000,0.5,1.000,1.000
1,183.0,2.0,1.0,0.000,0.39252380952380955,0.0,0.39252380952380955,0.000,0.000,0.000,0.0,0.39252380952380955,0.250,0.000,0.667,0.0,0.5,0.5,0.000,0.750,0.000,1.000,0.39252380952380955,0.500,0.500,1.0,1.0
1,183.0,0.0,0.000,0.000,0.000,0.5,0.5,0.000,0.222,0.200,0.333,1.0,0.4464347826086957,0.500,1.000,0.500,0.500,0.000,0.000,0.333,0.500,1.0,1.0,0.000,0.000,0.4464347826086957,1.0
1,183.0,1.0,0.0,0.0,0.600,0.500,1.000,1.000,0.333,0.333,0.333,1.0,0.4464347826086957,1.000,1.000,0.500,0.000,1.000,0.000,0.000,0.200,1.000,1.000,0.0,1.000,0.4464347826086957,1.000
1,183.0,2.0,0.0,0.000,0.5,0.5,0.000,0.667,0.000,0.500,0.000,1.000,0.4464347826086957,0.000,0.500,0.000,0.333,0.5,0.333,0.500,0.000,1.000,1.0,0.000,0.5,0.4464347826086957,1.000
1,183.0,0.0,0.000,0.0,0.3161,0.3161,0.3161,0.000,0.000,0.5,0.000,0.0,0.000,0.000,0.500,0.000,0.3161,1.000,0.000,0.500,0.0,1.0,1.000,0.3161,1.000,0.000,0.5
1,183.0,1.0,0.0,0.000,0.3161,0.3161,0.3161,0.0,0.333,0.000,1.000,0.0,0.000,0.000,0.000,0.500,0.3161,0.000,1.000,0.000,0.0,1.000,1.0,0.3161,0.000,1.000,0.000
1,183.0,2.0,0.0,0.0,0.3161,0.3161,0.3161,0.0,0.25,1.000,0.5,0.000,0.000,0.000,0.000,1.000,0.3161,0.500,0.000,0.333,0.000,1.000,1.0,0.3161,0.5,0.5,1.000
1,176.0,0.0,0.000,0.500,0.000,0.5,0.41904347826086963,0.333,0.000,0.000,0.0,0.41904347826086963,0.167,0.000,0.500,0.2,1.0,0.000,0.0,0.000,0.000,0.000,1.0,0.000,1.0,1.0,1.0
1,176.0,1.0,1.000,1.000,0.500,1.000,0.41904347826086963,0.25,0.750,0.500,0.000,0.41904347826086963,0.000,0.500,0.167,0.000,1.000,0.000,0.000,1.000,0.0,0.5,1.000,1.000,1.000,1.000,1.000
1,176.0,2.0,0.000,0.667,0.000,0.000,0.41904347826086963,0.000,0.000,0.200,0.0,0.41904347826086963,0.200,0.333,0.000,0.250,1.000,0.0,0.000,0.167,0.0,1.000,1.0,0.5,1.0,1.0,1.000
1,176.0,0.0,0.250,0.000,0.250,0.000,1.0,0.000,0.545,0.214,0.333,0.333,0.000,0.000,0.500,0.167,0.000,0.000,0.000,0.200,0.000,1.0,1.0,0.000,0.000,0.667,1.000
1,176.0,1.0,1.000,1.000,0.667,0.0,1.000,0.000,0.450,0.231,0.400,0.667,0.0,0.364,0.267,0.167,1.000,0.0,0.000,0.364,0.286,1.000,1.000,1.000,1.000,1.000,1.000
1,176.0,2.0,0.000,0.500,0.000,0.000,1.000,0.000,0.083,0.136,0.000,0.5,0.000,0.125,0.308,0.750,0.333,0.000,0.111,0.333,0.200,1.000,1.0,1.000,1.000,0.000,1.0
1,176.0,0.0,0.500,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.500,0.3964782608695652,0.000,0.333,0.250,0.250,0.667,0.5,0.375,0.000,0.167,0.000,0.5,0.75,0.000,0.667,0.3964782608695652
1,176.0,1.0,1.000,1.000,1.000,1.000,1.000,0.667,0.000,0.250,0.333,0.3964782608695652,1.000,0.167,0.143,0.143,1.000,1.000,0.333,0.000,0.000,1.000,1.000,1.000,0.400,0.667,0.3964782608695652
1,176.0,2.0,0.000,0.000,0.667,0.000,1.0,0.667,0.143,0.375,0.000,0.3964782608695652,1.000,0.333,0.400,0.143,0.000,0.000,0.500,0.222,0.250,0.5,0.000,0.000,0.000,0.667,0.3964782608695652
0,184.0,0.0,1.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.0,0.500,0.429,0.000,0.500,0.000,0.200,0.500,0.000,1.0,1.000,1.0,0.4693333333333333,0.000,1.0
0,184.0,1.0,1.000,1.000,0.750,0.500,1.000,0.500,0.333,0.000,0.167,1.000,1.000,0.000,0.000,0.333,0.500,1.000,0.000,0.500,0.000,1.000,1.0,1.000,0.4693333333333333,0.0,1.000
0,184.0,2.0,1.000,0.000,0.250,0.000,0.75,0.000,0.000,0.667,0.600,0.000,1.0,0.500,0.000,0.400,0.333,1.000,0.250,0.000,0.333,1.000,1.000,1.0,0.4693333333333333,0.0,1.0
0,184.0,0.0,0.500,1.000,0.167,0.000,0.000,0.75,0.000,0.333,0.250,0.125,1.000,0.333,0.000,0.000,0.111,1.000,0.0,0.333,0.500,0.667,1.000,0.000,0.500,1.000,1.0
0,184.0,1.0,0.500,0.500,0.600,0.667,1.000,1.000,0.000,0.286,0.500,0.429,0.667,0.250,0.400,0.333,0.750,0.800,0.000,0.375,0.750,0.800,1.000,0.000,0.500,0.750,1.000
0,184.0,2.0,1.000,0.000,0.000,0.143,0.000,0.500,0.667,0.200,0.429,0.000,0.500,0.333,0.143,0.400,0.000,0.667,0.000,0.375,0.400,0.000,1.000,0.000,0.000,0.000,1.0
0,184.0,0.0,0.5,0.500,0.000,0.200,0.000,0.000,0.500,0.000,0.000,0.000,0.0,0.000,0.167,0.333,0.000,0.000,0.0,0.000,0.000,0.333,1.000,0.3154347826086957,0.000,0.3154347826086957,1.0
0,184.0,1.0,1.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.333,0.667,0.0,0.000,0.600,0.375,0.333,0.0,0.000,0.500,0.000,1.000,1.0,0.3154347826086957,0.0,0.3154347826086957,1.000
0,184.0,2.0,0.000,0.000,0.000,0.333,0.5,0.000,0.667,0.000,0.200,0.000,0.000,0.000,0.333,0.400,0.000,0.0,0.000,0.000,0.0,0.333,1.0,0.3154347826086957,0.0,0.3154347826086957,1.0
0,184.0,0.0,0.500,1.0,0.000,0.000,0.000,1.0,0.0,0.500,0.000,0.000,0.3456086956521739,0.0,0.000,0.000,0.000,0.3456086956521739,0.333,0.000,0.500,0.000,1.0,0.5,0.000,0.000,1.0
0,184.0,1.0,0.5,1.000,0.0,0.0,1.000,1.000,0.000,0.500,0.000,0.000,0.3456086956521739,0.000,0.000,0.333,0.000,0.3456086956521739,0.000,0.000,0.000,0.000,1.000,1.000,0.333,1.000,1.000
0,184.0,2.0,0.5,1.0,0.0,0.0,0.333,1.0,0.000,0.000,0.0,0.0,0.3456086956521739,0.000,0.000,0.400,0.500,0.3456086956521739,1.000,0.000,0.400,0.0,1.000,0.000,1.000,0.5,1.0
0,184.0,0.0,0.0,0.5,0.5,1.0,0.3675555555555555,0.3675555555555555,0.000,0.0,0.000,0.000,0.3675555555555555,0.000,0.5,0.000,0.500,0.3675555555555555,0.5,0.000,0.5,0.5,1.000,0.3675555555555555,0.0,0.3675555555555555,0.3675555555555555
0,184.0,1.0,0.000,1.000,1.000,1.000,0.3675555555555555,0.3675555555555555,0.000,0.0,0.000,1.000,0.3675555555555555,0.0,0.5,1.000,0.5,0.3675555555555555,0.500,0.0,0.000,0.500,1.000,0.3675555555555555,0.0,0.3675555555555555,0.3675555555555555
0,184.0,2.0,0.000,0.000,0.000,1.0,0.3675555555555555,0.3675555555555555,0.333,0.000,1.000,0.000,0.3675555555555555,0.0,0.500,0.250,0.5,0.3675555555555555,0.5,0.0,1.000,0.5,1.0,0.3675555555555555,0.000,0.3675555555555555,0.3675555555555555
0,184.0,0.0,1.0,0.2882352941176471,0.0,0.000,1.0,0.2882352941176471,0.250,0.500,0.000,0.333,0.0,0.2882352941176471,0.0,0.500,0.000,0.2882352941176471,0.0,0.000,0.0,0.2882352941176471,0.2882352941176471,0.2882352941176471,0.2882352941176471,0.000,1.0
0,184.0,1.0,1.000,0.2882352941176471,0.0,0.500,1.000,0.2882352941176471,0.500,0.000,0.25,0.500,0.0,0.2882352941176471,0.000,0.000,0.0,0.2882352941176471,0.0,0.25,0.0,0.2882352941176471,0.2882352941176471,0.2882352941176471,0.2882352941176471,0.0,1.000
0,184.0,2.0,1.0,0.2882352941176471,0.000,0.25,1.0,0.2882352941176471,0.000,0.500,0.500,0.4,0.000,0.2882352941176471,0.000,0.000,0.000,0.2882352941176471,0.000,0.333,0.000,0.2882352941176471,0.2882352941176471,0.2882352941176471,0.2882352941176471,0.0,1.0
