lh_or_rh,height,runner,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,185.0,0.0,0.385,0.429,0.545,0.500,1.000,0.154,0.222,0.368,0.000,0.500,0.222,0.353,0.357,0.250,0.333,0.000,0.250,0.214,0.286,0.000,0.38766666666666666,0.429,0.600,0.250,1.000
1,185.0,1.0,0.417,0.083,0.364,0.333,1.000,0.125,0.176,0.200,0.400,1.000,0.500,0.167,0.214,0.625,0.500,0.500,0.167,0.444,0.429,0.250,0.38766666666666666,1.000,0.125,0.667,1.000
1,185.0,0.0,0.333,0.111,0.250,0.250,0.667,0.467,0.273,0.250,0.333,0.500,0.353,0.350,0.471,0.231,0.500,0.182,0.294,0.308,0.333,0.500,1.000,0.400,0.200,0.429,0.750
1,185.0,1.0,0.500,0.154,0.222,0.286,1.000,0.308,0.316,0.292,0.500,1.000,0.190,0.550,0.261,0.400,0.400,0.333,0.143,0.167,0.500,0.500,0.000,0.750,0.286,0.429,0.750
1,185.0,0.0,0.214,0.182,0.300,0.286,0.000,0.182,0.355,0.286,0.125,0.000,0.333,0.368,0.333,0.333,1.000,0.500,0.385,0.333,0.111,0.750,0.000,0.600,0.000,0.000,0.800
1,185.0,1.0,0.500,0.167,0.400,0.600,1.000,0.421,0.250,0.500,0.267,0.667,0.400,0.409,0.474,0.083,0.429,0.600,0.250,0.214,0.300,0.750,0.250,0.000,0.250,0.571,1.000
1,185.0,0.0,0.077,0.000,0.167,0.000,1.000,0.571,0.333,0.350,0.000,0.000,0.250,0.455,0.350,0.154,0.333,0.250,0.417,0.200,0.000,0.500,0.500,0.143,0.091,0.286,0.833
1,185.0,1.0,0.444,0.571,0.364,0.143,1.0,0.294,0.136,0.333,0.600,0.333,0.353,0.200,0.529,0.211,0.800,0.438,0.250,0.136,0.231,0.857,0.667,0.333,0.273,0.286,0.857
1,185.0,0.0,0.455,0.214,0.167,0.500,0.000,0.571,0.167,0.357,0.000,0.333,0.300,0.176,0.333,0.286,0.667,0.500,0.364,0.400,0.000,0.600,1.0,0.500,0.429,0.750,0.800
1,185.0,1.0,0.500,0.267,0.143,0.500,0.667,0.250,0.385,0.167,0.143,1.000,0.286,0.455,0.545,0.267,0.833,0.429,0.333,0.182,0.200,0.500,1.000,0.250,0.333,0.250,1.000
1,185.0,0.0,0.429,0.250,0.333,0.600,1.000,0.091,0.450,0.400,0.294,0.000,0.214,0.421,0.300,0.200,0.667,0.250,0.273,0.211,0.300,0.400,0.000,0.750,0.273,0.500,1.000
1,185.0,1.0,0.667,0.450,0.364,0.500,0.750,0.231,0.150,0.182,0.238,0.625,0.520,0.538,0.467,0.182,0.625,0.750,0.200,0.625,0.429,0.800,0.667,1.000,0.143,0.667,1.000
1,185.0,0.0,0.000,0.000,0.083,0.500,1.000,0.154,0.412,0.381,0.273,1.000,0.500,0.375,0.429,0.444,0.375,0.200,0.300,0.455,0.286,0.500,0.0,0.500,0.400,0.250,1.000
1,185.0,1.0,0.308,0.500,0.200,0.375,0.875,0.467,0.478,0.448,0.421,1.000,0.357,0.467,0.308,0.474,0.462,0.500,0.444,0.625,0.333,1.000,0.000,0.375,0.400,0.400,1.000
1,185.0,0.0,0.250,0.412,0.250,0.111,0.750,0.550,0.160,0.333,0.318,0.625,0.286,0.375,0.632,0.484,1.000,0.333,0.429,0.471,0.368,0.500,1.000,0.250,0.500,0.500,0.667
1,185.0,1.0,0.556,0.154,0.417,0.000,1.000,0.167,0.480,0.574,0.281,0.500,0.571,0.550,0.421,0.455,0.500,0.500,0.389,0.409,0.100,0.625,1.000,1.000,0.400,1.000,0.750
1,185.0,0.0,0.333,0.143,0.222,0.600,1.000,0.273,0.407,0.409,0.429,0.500,0.250,0.478,0.500,0.400,0.500,0.500,0.368,0.240,0.375,0.889,1.000,1.000,0.385,0.000,0.800
1,185.0,1.0,0.778,0.375,0.647,0.700,0.778,0.400,0.263,0.522,0.368,0.167,0.400,0.316,0.333,0.292,0.400,0.429,0.333,0.389,0.182,0.833,0.857,0.250,0.333,0.667,1.000
1,174.0,0.0,0.42915000000000003,0.500,0.000,1.000,0.42915000000000003,0.42915000000000003,0.000,0.000,0.500,0.42915000000000003,1.000,0.000,0.5,0.500,0.500,0.000,0.0,1.000,1.000,1.000,0.42915000000000003,1.0,0.000,0.000,1.000
1,174.0,1.0,0.42915000000000003,0.000,0.333,1.000,0.42915000000000003,0.42915000000000003,0.000,0.333,0.000,0.42915000000000003,0.000,0.500,0.500,0.000,0.5,0.0,0.000,0.333,0.500,1.0,0.42915000000000003,1.000,0.0,1.000,1.0
1,174.0,0.0,0.43757142857142856,0.000,1.000,0.43757142857142856,0.43757142857142856,0.500,0.250,0.800,0.333,0.43757142857142856,0.0,0.43757142857142856,0.0,0.0,0.43757142857142856,0.43757142857142856,0.500,0.000,1.000,0.43757142857142856,1.000,0.43757142857142856,1.0,0.43757142857142856,0.43757142857142856
1,174.0,1.0,0.43757142857142856,0.0,1.0,0.43757142857142856,0.43757142857142856,0.000,0.333,1.000,0.333,0.43757142857142856,0.000,0.43757142857142856,0.000,0.000,0.43757142857142856,0.43757142857142856,0.000,0.000,1.000,0.43757142857142856,1.0,0.43757142857142856,1.000,0.43757142857142856,0.43757142857142856
1,181.0,0.0,0.000,0.000,0.000,0.0,0.000,0.000,0.333,0.0,0.000,1.0,0.000,0.500,0.333,0.667,0.29239130434782606,0.000,0.000,0.333,0.500,0.29239130434782606,1.000,0.000,0.500,1.000,0.000
1,181.0,1.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000,1.000,1.000,0.000,0.5,0.400,0.667,0.29239130434782606,0.0,0.250,0.000,0.000,0.29239130434782606,1.0,1.000,0.5,1.000,0.0
1,181.0,0.0,0.41664285714285715,1.0,0.41664285714285715,0.5,0.41664285714285715,0.0,1.000,0.333,0.0,0.41664285714285715,0.0,0.000,0.41664285714285715,1.000,0.41664285714285715,0.41664285714285715,0.000,0.41664285714285715,1.000,0.41664285714285715,0.41664285714285715,0.000,0.0,0.000,0.41664285714285715
1,181.0,1.0,0.41664285714285715,1.000,0.41664285714285715,0.500,0.41664285714285715,0.000,1.0,0.333,0.000,0.41664285714285715,0.000,1.000,0.41664285714285715,1.0,0.41664285714285715,0.41664285714285715,0.0,0.41664285714285715,1.0,0.41664285714285715,0.41664285714285715,1.000,0.000,0.0,0.41664285714285715
0,180.0,0.0,0.4415,1.000,0.000,0.000,0.4415,0.4415,0.000,0.400,0.400,0.000,0.333,0.375,0.000,0.500,0.000,0.4415,0.250,0.400,0.000,0.0,1.0,0.4415,0.500,1.0,1.000
0,180.0,1.0,0.4415,0.333,0.500,0.000,0.4415,0.4415,0.333,0.000,0.429,0.500,0.000,0.667,1.000,0.143,1.000,0.4415,0.333,1.000,0.400,0.000,1.000,0.4415,0.000,1.000,1.0
0,180.0,0.0,0.750,0.500,0.500,0.400,1.000,0.0,0.333,0.462,0.167,0.000,0.000,0.400,0.333,0.222,0.667,1.000,0.500,0.000,0.000,0.000,1.000,0.5,0.000,1.0,0.5
0,180.0,1.0,0.75,0.500,0.200,0.333,0.000,0.000,0.714,0.333,0.500,0.333,1.000,0.000,0.375,0.000,0.000,1.0,0.000,0.667,0.500,0.333,1.0,0.500,0.000,1.000,0.500
0,180.0,0.0,1.000,1.0,0.429,0.000,0.500,0.500,0.333,0.400,0.000,1.000,0.500,0.333,1.000,0.000,1.000,0.000,0.000,0.750,0.250,0.667,1.000,0.000,0.667,0.000,1.000
0,180.0,1.0,1.000,1.000,0.375,0.000,0.5,0.000,0.000,0.600,0.000,0.000,0.333,0.200,0.429,0.500,0.000,0.0,0.333,0.600,0.000,0.000,1.000,0.333,0.400,0.000,0.000
0,180.0,0.0,0.4415,1.000,0.000,0.000,0.4415,0.4415,0.000,0.400,0.400,0.000,0.333,0.375,0.000,0.500,0.000,0.4415,0.250,0.400,0.000,0.0,1.0,0.4415,0.500,1.0,1.000
0,180.0,1.0,0.4415,0.333,0.500,0.000,0.4415,0.4415,0.333,0.000,0.429,0.500,0.000,0.667,1.000,0.143,1.000,0.4415,0.333,1.000,0.400,0.000,1.000,0.4415,0.000,1.000,1.0
0,180.0,0.0,0.750,0.500,0.500,0.400,1.000,0.0,0.333,0.462,0.167,0.000,0.000,0.400,0.333,0.222,0.667,1.000,0.500,0.000,0.000,0.000,1.000,0.5,0.000,1.0,0.5
0,180.0,1.0,0.75,0.500,0.200,0.333,0.000,0.000,0.714,0.333,0.500,0.333,1.000,0.000,0.375,0.000,0.000,1.0,0.000,0.667,0.500,0.333,1.0,0.500,0.000,1.000,0.500
0,180.0,0.0,1.000,1.0,0.429,0.000,0.500,0.500,0.333,0.400,0.000,1.000,0.500,0.333,1.000,0.000,1.000,0.000,0.000,0.750,0.250,0.667,1.000,0.000,0.667,0.000,1.000
0,180.0,1.0,1.000,1.000,0.375,0.000,0.5,0.000,0.000,0.600,0.000,0.000,0.333,0.200,0.429,0.500,0.000,0.0,0.333,0.600,0.000,0.000,1.000,0.333,0.400,0.000,0.000
1,183.0,0.0,0.667,0.000,1.000,0.000,1.000,0.000,0.333,0.000,0.000,0.500,0.333,0.143,0.333,0.500,0.667,0.000,0.333,0.500,0.000,0.5,1.0,1.000,0.5,0.42416666666666664,1.000
1,183.0,1.0,1.000,0.000,0.500,0.0,1.0,0.250,0.500,0.125,0.000,0.5,0.000,0.091,0.429,0.429,0.000,0.667,0.500,0.000,0.200,0.500,1.000,0.000,0.500,0.42416666666666664,1.000
1,183.0,0.0,0.500,0.250,0.000,0.667,0.500,0.250,0.364,0.357,0.375,1.000,0.429,0.071,0.615,0.167,0.667,0.500,0.333,0.133,0.333,0.400,1.000,0.333,0.333,1.000,1.000
1,183.0,1.0,0.167,0.167,0.333,0.667,0.500,0.333,0.200,0.286,0.125,1.0,0.125,0.429,0.308,0.235,0.250,0.500,0.333,0.300,0.143,1.000,1.000,0.000,0.667,0.500,1.000
1,183.0,0.0,0.0,0.23814285714285713,0.0,0.23814285714285713,0.23814285714285713,1.000,0.000,0.500,0.23814285714285713,0.23814285714285713,0.23814285714285713,0.000,0.000,0.23814285714285713,0.0,0.0,0.000,0.23814285714285713,0.000,0.23814285714285713,0.23814285714285713,0.000,1.0,1.0,0.23814285714285713
1,183.0,1.0,0.000,0.23814285714285713,0.000,0.23814285714285713,0.23814285714285713,0.000,0.000,1.000,0.23814285714285713,0.23814285714285713,0.23814285714285713,0.000,0.500,0.23814285714285713,0.000,0.000,0.0,0.23814285714285713,0.000,0.23814285714285713,0.23814285714285713,0.000,1.000,1.000,0.23814285714285713
1,183.0,0.0,1.000,0.000,0.39252380952380955,0.000,0.39252380952380955,0.000,0.000,0.000,0.000,0.39252380952380955,0.000,0.143,0.500,0.0,0.500,0.5,0.250,0.250,0.400,1.000,0.39252380952380955,1.000,1.000,1.0,1.000
1,183.0,1.0,1.0,0.0,0.39252380952380955,0.0,0.39252380952380955,0.000,0.333,0.167,0.000,0.39252380952380955,0.667,0.143,0.750,0.000,0.5,0.500,0.000,0.750,0.000,1.0,0.39252380952380955,0.000,0.000,1.000,1.0
1,183.0,0.0,0.0,0.000,1.000,0.5,0.500,0.500,0.182,0.455,0.500,1.000,0.4464347826086957,0.250,0.600,0.429,0.000,1.000,0.222,0.400,0.000,1.0,1.0,0.000,1.000,0.4464347826086957,1.0
1,183.0,1.0,0.000,0.000,0.250,0.500,0.5,1.000,0.167,0.000,0.000,1.0,0.4464347826086957,0.250,1.000,0.000,1.000,0.000,0.000,0.200,0.286,1.000,1.000,0.000,0.000,0.4464347826086957,1.000
1,183.0,0.0,0.0,0.000,0.3161,0.3161,0.3161,0.0,0.000,1.000,0.500,0.000,0.000,0.000,0.000,0.250,0.3161,0.333,0.000,0.333,0.000,1.000,1.0,0.3161,0.500,0.000,0.500
1,183.0,1.0,0.000,0.0,0.3161,0.3161,0.3161,0.000,0.333,0.000,0.5,0.0,0.000,0.000,0.333,0.667,0.3161,1.000,0.333,0.000,0.0,1.000,1.000,0.3161,0.5,1.000,0.5
1,176.0,0.0,0.200,1.000,0.000,0.5,0.41904347826086963,0.250,0.333,0.400,0.000,0.41904347826086963,0.143,0.333,0.400,0.333,1.0,0.000,0.000,0.200,0.000,0.500,1.000,0.500,1.000,1.000,1.000
1,176.0,1.0,0.000,0.000,0.500,0.500,0.41904347826086963,0.250,0.333,0.167,0.0,0.41904347826086963,0.200,0.333,0.000,0.000,1.000,0.000,0.000,0.400,0.000,0.5,1.0,0.5,1.0,1.000,1.000
1,176.0,0.0,0.429,0.000,0.000,0.0,1.000,0.000,0.389,0.207,0.333,0.250,0.000,0.250,0.308,0.125,0.500,0.0,0.063,0.455,0.333,1.000,1.0,1.000,0.750,1.000,1.000
1,176.0,1.0,1.000,0.333,0.500,0.000,1.000,0.000,0.360,0.150,0.333,1.000,0.000,0.188,0.294,0.500,0.000,0.000,0.000,0.182,0.000,1.000,1.000,0.500,1.000,0.000,1.000
1,176.0,0.0,1.000,0.000,0.25,0.0,0.25,1.0,0.0,0.0,0.25,0.25,0.0,0.000,0.0,0.667,0.25,0.000,0.0,0.000,0.000,0.25,0.25,0.25,0.0,0.25,1.000
1,176.0,1.0,1.0,0.0,0.25,0.000,0.25,1.000,0.000,0.000,0.25,0.25,0.000,0.500,0.000,0.667,0.25,0.0,0.000,0.0,0.000,0.25,0.25,0.25,0.000,0.25,1.0
1,176.0,0.0,0.667,0.500,0.500,0.000,1.000,0.375,0.000,0.333,0.333,0.3964782608695652,0.750,0.200,0.111,0.250,0.667,0.500,0.385,0.222,0.000,1.000,0.000,1.000,0.250,1.000,0.3964782608695652
1,176.0,1.0,0.200,0.000,1.000,1.000,1.0,0.250,0.125,0.286,0.333,0.3964782608695652,0.000,0.500,0.429,0.100,0.667,0.500,0.333,0.000,0.286,0.000,1.000,0.500,0.125,0.500,0.3964782608695652
0,184.0,0.0,1.000,0.000,0.429,0.400,1.000,0.000,0.000,0.250,0.250,0.333,1.000,0.286,0.167,0.167,1.000,1.000,0.111,0.400,0.000,1.000,1.000,1.000,0.4693333333333333,0.0,1.0
0,184.0,1.0,1.000,0.333,0.250,0.000,0.500,0.500,0.167,0.500,0.273,0.000,1.0,0.750,0.200,0.300,0.286,0.500,0.250,0.250,0.143,1.000,1.0,1.0,0.4693333333333333,0.000,1.000
0,184.0,0.0,1.000,0.333,0.333,0.286,0.250,0.667,0.000,0.333,0.429,0.250,0.750,0.333,0.200,0.286,0.222,0.857,0.000,0.600,0.333,0.667,1.000,0.000,0.333,0.500,1.000
0,184.0,1.0,0.600,0.333,0.333,0.200,0.333,1.000,0.500,0.250,0.385,0.154,0.800,0.200,0.308,0.250,0.385,0.750,0.000,0.167,0.800,0.667,1.0,0.000,0.500,0.667,1.000
0,184.0,0.0,0.500,0.500,0.000,0.000,0.5,0.500,0.600,0.000,0.222,0.500,0.000,0.000,0.455,0.385,0.333,0.0,0.0,0.167,0.000,0.800,1.0,0.3154347826086957,0.0,0.3154347826086957,1.000
0,184.0,1.0,0.5,0.5,0.500,1.000,0.500,0.500,0.000,0.000,0.154,0.250,0.0,0.000,0.222,0.333,0.000,0.000,0.000,0.333,0.000,0.400,1.000,0.3154347826086957,0.000,0.3154347826086957,1.0
0,184.0,0.0,0.5,1.000,0.000,0.000,0.333,1.000,0.000,0.333,0.000,0.000,0.3456086956521739,0.000,0.000,0.500,1.000,0.3456086956521739,0.667,0.000,0.333,0.000,1.0,0.500,0.000,0.500,1.000
0,184.0,1.0,0.500,1.0,0.0,0.000,0.333,1.0,0.000,0.500,0.000,0.000,0.3456086956521739,0.000,0.000,0.250,0.000,0.3456086956521739,0.333,0.000,0.250,0.000,1.000,0.5,0.500,0.5,1.0
0,184.0,0.0,0.000,0.000,0.000,1.000,0.3675555555555555,0.3675555555555555,0.200,0.000,0.000,0.333,0.3675555555555555,0.000,0.500,0.250,0.5,0.3675555555555555,0.5,0.000,0.500,0.5,1.000,0.3675555555555555,0.000,0.3675555555555555,0.3675555555555555
0,184.0,1.0,0.000,1.000,1.000,1.0,0.3675555555555555,0.3675555555555555,0.2,0.000,0.333,0.333,0.3675555555555555,0.0,0.5,0.500,0.500,0.3675555555555555,0.500,0.0,0.5,0.500,1.0,0.3675555555555555,0.0,0.3675555555555555,0.3675555555555555
0,184.0,0.0,1.000,0.2882352941176471,0.000,0.000,1.0,0.2882352941176471,0.000,0.667,0.000,0.250,0.000,0.2882352941176471,0.000,0.000,0.0,0.2882352941176471,0.0,0.250,0.000,0.2882352941176471,0.2882352941176471,0.2882352941176471,0.2882352941176471,0.000,1.0
0,184.0,1.0,1.0,0.2882352941176471,0.0,0.333,1.000,0.2882352941176471,0.333,0.000,0.500,1.000,0.0,0.2882352941176471,0.000,0.250,0.000,0.2882352941176471,0.000,0.25,0.0,0.2882352941176471,0.2882352941176471,0.2882352941176471,0.2882352941176471,0.0,1.000
1,180.0,0.0,0.0,0.13636363636363635,0.0,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.5,0.000,0.13636363636363635,0.13636363636363635,1.000,0.0,0.000,0.000,0.13636363636363635,0.13636363636363635,0.000,0.000,0.0,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635
1,180.0,1.0,0.000,0.13636363636363635,0.000,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.500,0.000,0.13636363636363635,0.13636363636363635,1.0,0.000,0.0,0.0,0.13636363636363635,0.13636363636363635,0.0,0.0,0.000,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635
0,184.0,0.0,0.175,0.0,0.175,0.000,0.175,0.175,0.000,0.175,0.000,0.175,0.175,0.175,0.000,1.000,0.0,0.000,0.175,0.175,0.250,0.0,0.175,0.175,0.175,0.175,0.175
0,184.0,1.0,0.175,0.000,0.175,0.000,0.175,0.175,0.0,0.175,0.000,0.175,0.175,0.175,0.0,1.000,0.000,1.000,0.175,0.175,0.25,0.000,0.175,0.175,0.175,0.175,0.175
0,184.0,0.0,0.05384615384615384,0.0,0.000,0.000,0.05384615384615384,0.05384615384615384,0.000,0.05384615384615384,0.000,0.000,0.05384615384615384,0.05384615384615384,0.0,0.000,0.000,0.0,0.05384615384615384,0.0,0.000,0.05384615384615384,0.05384615384615384,0.05384615384615384,0.05384615384615384,0.5,0.05384615384615384
0,184.0,1.0,0.05384615384615384,0.000,0.0,0.000,0.05384615384615384,0.05384615384615384,0.0,0.05384615384615384,0.0,0.250,0.05384615384615384,0.05384615384615384,0.000,0.0,0.0,0.000,0.05384615384615384,0.000,0.000,0.05384615384615384,0.05384615384615384,0.05384615384615384,0.05384615384615384,0.500,0.05384615384615384
0,184.0,0.0,1.000,0.2811578947368421,0.2811578947368421,0.000,0.000,0.2811578947368421,0.000,0.250,0.167,0.000,0.2811578947368421,0.200,0.250,0.000,0.000,1.000,0.000,0.500,0.400,0.667,0.2811578947368421,0.2811578947368421,0.000,0.000,0.000
0,184.0,1.0,1.0,0.2811578947368421,0.2811578947368421,0.500,0.000,0.2811578947368421,0.0,0.000,0.000,0.000,0.2811578947368421,0.000,0.250,0.429,1.000,1.0,0.500,0.400,0.000,1.000,0.2811578947368421,0.2811578947368421,0.000,0.0,0.000
0,184.0,0.0,0.184,0.184,0.000,0.000,0.000,0.184,0.000,0.250,1.000,0.000,0.184,0.0,0.750,0.250,0.000,0.184,0.184,0.000,0.000,1.0,0.184,0.184,0.184,0.184,0.184
0,184.0,1.0,0.184,0.184,0.0,0.0,0.0,0.184,0.000,0.000,0.000,0.000,0.184,0.000,0.000,0.400,0.0,0.184,0.184,0.000,0.000,1.000,0.184,0.184,0.184,0.184,0.184
1,178.0,0.0,0.1805,0.0,0.000,0.1805,0.1805,0.1805,0.000,0.0,0.333,0.1805,0.1805,0.1805,0.000,0.000,0.000,0.1805,0.0,0.0,0.000,0.1805,0.1805,0.1805,0.1805,1.0,0.1805
1,178.0,1.0,0.1805,0.000,0.0,0.1805,0.1805,0.1805,0.500,0.000,0.333,0.1805,0.1805,0.1805,1.000,0.0,0.0,0.1805,0.000,0.000,0.0,0.1805,0.1805,0.1805,0.1805,1.000,0.1805
1,185.0,0.0,0.250,0.500,0.600,1.000,1.000,0.667,0.083,0.545,0.000,1.000,0.000,0.625,0.429,0.000,0.000,0.48434782608695653,0.400,0.000,0.333,1.000,0.000,1.000,0.48434782608695653,0.600,0.333
1,185.0,1.0,0.500,0.500,0.200,0.000,0.800,0.600,0.182,0.214,0.143,1.0,0.750,0.000,0.250,0.250,0.0,0.48434782608695653,0.500,0.333,0.333,1.000,1.000,0.750,0.48434782608695653,1.000,1.000
0,185.0,0.0,1.000,1.000,0.000,0.500,0.000,0.3602272727272728,0.400,0.000,0.200,0.000,0.000,0.500,0.333,0.143,0.000,1.000,0.000,0.000,0.000,0.3602272727272728,0.3602272727272728,0.0,1.000,0.500,0.800
0,185.0,1.0,0.000,0.000,0.500,0.200,1.000,0.3602272727272728,0.500,0.250,0.167,0.500,0.0,0.000,0.167,0.182,1.000,1.000,0.000,1.000,0.000,0.3602272727272728,0.3602272727272728,0.000,0.000,0.5,1.000
0,185.0,0.0,1.0,0.000,1.000,0.0,0.3303529411764706,0.000,0.0,0.000,0.000,1.000,0.3303529411764706,1.0,0.3303529411764706,0.000,0.000,0.3303529411764706,0.000,0.333,0.000,0.000,0.3303529411764706,0.3303529411764706,0.3303529411764706,0.000,0.3303529411764706
0,185.0,1.0,1.000,0.0,1.0,0.000,0.3303529411764706,0.0,0.000,0.333,1.000,1.0,0.3303529411764706,1.000,0.3303529411764706,0.500,0.000,0.3303529411764706,0.000,0.333,0.0,0.0,0.3303529411764706,0.3303529411764706,0.3303529411764706,0.0,0.3303529411764706
0,185.0,0.0,0.000,0.000,1.0,0.000,0.30110000000000003,0.30110000000000003,0.500,0.000,0.750,0.000,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.000,1.000,1.0,0.30110000000000003,0.30110000000000003,0.30110000000000003,0.667
0,185.0,1.0,0.0,1.000,1.000,0.250,0.30110000000000003,0.30110000000000003,0.000,0.286,0.500,1.000,0.0,0.500,0.000,0.400,0.000,0.000,0.500,0.0,0.000,0.000,1.000,0.30110000000000003,0.30110000000000003,0.30110000000000003,0.667
0,185.0,0.0,1.0,1.000,0.000,0.200,0.500,1.000,0.400,0.000,0.143,0.000,1.000,0.0,0.000,0.500,0.500,0.000,0.5,0.000,0.500,0.000,1.0,1.000,0.000,0.0,0.000
0,185.0,1.0,1.000,0.000,0.000,0.250,0.250,1.000,0.333,0.250,0.417,1.000,1.0,0.000,0.000,0.000,1.000,1.000,0.500,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000
0,177.0,0.0,0.500,0.286,0.375,0.143,0.200,0.400,0.294,0.313,0.222,0.444,0.500,0.360,0.458,0.063,1.000,0.333,0.444,0.294,0.222,0.500,0.750,0.250,0.500,0.667,0.667
0,177.0,1.0,0.800,0.455,0.471,0.357,0.250,0.750,0.167,0.450,0.308,0.400,0.333,0.400,0.385,0.188,0.400,0.750,0.231,0.286,0.364,0.667,1.000,0.333,0.600,0.250,0.600
0,177.0,0.0,0.500,0.714,0.143,0.500,0.667,0.0,0.333,0.357,0.188,0.500,0.000,0.118,0.267,0.167,1.000,1.000,0.143,0.471,0.200,0.333,0.39645833333333336,0.000,0.000,0.667,1.000
0,177.0,1.0,1.000,0.714,1.000,0.000,0.000,0.000,0.000,0.154,0.400,0.250,0.667,0.300,0.444,0.500,0.714,1.000,0.250,0.500,0.333,0.333,0.39645833333333336,0.0,1.000,0.667,1.000
