lh_or_rh,height,runner,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,180.0,0.0,0.200,0.143,0.214,0.211,0.200,0.714,0.444,0.269,0.150,0.462,0.500,0.133,0.310,0.259,0.286,0.600,0.250,0.368,0.364,0.250,1.000,0.500,0.545,1.000,0.667
0,180.0,1.0,0.333,0.667,0.143,0.462,0.111,0.500,0.250,0.333,0.364,0.364,0.300,0.250,0.412,0.281,1.000,0.750,0.111,0.375,0.500,0.750,0.667,0.200,0.250,0.667,1.000
0,180.0,0.0,0.571,0.333,0.143,0.316,0.000,0.750,0.333,0.469,0.382,0.286,0.700,0.545,0.290,0.333,0.250,0.750,0.125,0.241,0.231,0.333,1.000,0.286,0.600,1.000,0.400
0,180.0,1.0,0.667,0.353,0.357,0.429,0.222,0.250,0.286,0.176,0.360,0.300,0.545,0.235,0.333,0.353,0.308,0.714,0.333,0.308,0.250,0.333,1.000,0.333,0.167,0.429,0.500
0,180.0,0.0,0.750,0.500,0.091,0.308,0.333,0.714,0.235,0.368,0.367,0.313,0.667,0.100,0.364,0.407,0.091,0.500,0.167,0.333,0.529,0.333,0.750,1.000,0.571,0.429,0.714
0,180.0,1.0,1.000,0.636,0.286,0.286,0.000,0.750,0.400,0.278,0.350,0.600,0.143,0.222,0.263,0.188,0.250,0.667,0.444,0.286,0.333,0.500,1.000,0.500,0.333,1.000,0.750
0,180.0,0.0,0.400,0.750,0.353,0.333,0.333,0.750,0.333,0.222,0.250,0.286,0.750,0.100,0.516,0.200,0.545,1.000,0.182,0.364,0.286,0.333,0.667,0.500,0.417,0.571,0.750
0,180.0,1.0,1.000,0.500,0.444,0.250,0.000,0.75,0.286,0.333,0.375,0.167,0.667,0.222,0.188,0.381,0.500,0.500,0.667,0.222,0.182,0.000,0.500,0.333,0.222,0.333,0.500
0,180.0,0.0,0.400,0.500,0.333,0.154,0.400,0.667,0.286,0.387,0.107,0.200,0.556,0.182,0.211,0.229,0.333,0.500,0.200,0.043,0.190,0.556,0.500,0.200,0.571,0.400,1.000
0,180.0,1.0,0.333,0.333,0.400,0.750,0.000,0.429,0.211,0.421,0.250,0.273,1.000,0.571,0.222,0.423,0.250,0.333,0.250,0.333,0.313,0.400,0.500,0.000,0.200,0.667,1.000
0,180.0,0.0,0.500,0.533,0.222,0.385,0.231,0.308,0.207,0.375,0.273,0.400,0.417,0.214,0.429,0.263,0.222,0.636,0.400,0.067,0.314,0.286,0.833,0.250,0.500,0.778,0.500
0,180.0,1.0,0.500,0.222,0.400,0.333,1.000,0.750,0.400,0.250,0.462,0.444,0.500,0.200,0.500,0.200,0.714,1.000,0.333,0.250,0.375,0.667,1.000,0.000,0.000,0.400,0.500
0,180.0,0.0,1.000,0.333,0.333,0.286,0.556,0.800,0.346,0.459,0.354,0.400,0.500,0.067,0.375,0.200,0.429,0.625,0.214,0.192,0.216,0.200,1.000,0.400,0.200,0.375,0.667
0,180.0,1.0,1.000,0.600,0.750,0.154,0.000,1.000,0.440,0.448,0.200,0.400,1.000,0.154,0.167,0.250,0.143,0.500,0.500,0.250,0.300,0.333,1.000,0.000,0.2,0.000,1.000
0,180.0,0.0,0.000,0.333,0.143,0.250,0.000,0.600,0.355,0.200,0.375,0.222,0.500,0.222,0.154,0.303,0.200,0.667,0.583,0.438,0.271,0.556,1.000,0.500,0.000,1.000,0.667
0,180.0,1.0,0.750,0.300,0.000,0.333,0.571,0.800,0.412,0.429,0.317,0.250,0.333,0.200,0.400,0.200,0.571,0.333,0.455,0.300,0.368,0.500,1.000,0.000,0.500,0.143,1.000
0,180.0,0.0,0.500,0.000,0.500,0.154,0.154,1.000,0.261,0.375,0.328,0.286,0.500,0.167,0.250,0.385,0.333,0.667,0.100,0.231,0.185,0.500,0.000,0.667,0.833,0.667,0.667
0,180.0,1.0,0.500,0.400,0.400,0.182,0.333,1.000,0.324,0.375,0.359,0.250,0.500,0.444,0.200,0.313,1.000,0.000,0.300,0.500,0.444,0.667,0.0,1.000,0.000,0.571,0.625
0,180.0,0.0,1.000,0.667,0.786,0.111,0.667,0.400,0.000,0.182,0.250,1.000,0.375,0.308,0.350,0.250,0.500,0.000,0.500,0.389,0.308,0.667,1.000,1.000,0.444,0.600,1.000
0,180.0,1.0,1.0,1.000,0.400,0.500,0.333,0.000,0.444,0.000,0.286,0.500,0.667,0.385,0.364,0.214,0.167,0.667,0.400,0.200,0.222,1.000,1.000,0.500,0.333,0.500,0.333
1,192.0,0.0,1.000,0.000,0.000,0.5,0.000,1.000,0.000,0.167,0.000,0.000,1.000,0.600,0.286,0.500,1.000,0.5212173913043479,1.0,0.000,0.0,0.500,0.5212173913043479,1.0,1.0,1.000,1.000
1,192.0,1.0,1.000,0.500,0.000,0.500,0.0,0.000,0.250,0.333,1.000,0.750,0.500,0.333,0.667,0.286,1.000,0.5212173913043479,1.000,0.000,0.000,0.667,0.5212173913043479,1.000,1.000,1.0,1.000
1,179.0,0.0,0.500,0.000,1.000,0.000,0.000,0.333,0.429,0.417,0.250,0.4303478260869565,0.333,0.143,0.333,0.600,1.000,0.000,0.000,0.667,0.0,1.000,1.000,1.000,0.333,0.4303478260869565,1.0
1,179.0,1.0,0.500,0.000,0.333,0.000,1.000,0.333,0.333,0.222,0.000,0.4303478260869565,0.333,0.375,0.400,0.500,0.333,1.000,0.000,0.000,0.000,0.500,1.0,1.0,0.500,0.4303478260869565,1.000
1,179.0,0.0,1.0,0.000,0.0,1.0,1.000,0.500,0.000,0.667,0.37995652173913047,0.000,1.000,0.333,0.000,0.0,0.500,0.000,0.250,0.500,0.000,0.000,0.37995652173913047,0.500,0.0,0.667,1.000
1,179.0,1.0,1.000,0.667,0.000,1.000,0.000,0.000,0.000,0.000,0.37995652173913047,0.0,0.667,0.250,0.250,0.000,1.000,0.0,0.000,0.250,0.500,0.667,0.37995652173913047,0.5,0.000,0.667,1.000
1,179.0,0.0,0.333,0.000,1.000,0.000,0.33240909090909093,0.333,0.125,0.400,0.000,0.33240909090909093,0.250,0.375,0.000,0.333,1.0,0.5,0.000,0.000,0.500,1.000,0.33240909090909093,0.0,0.333,0.333,1.000
1,179.0,1.0,1.000,0.200,0.000,0.000,0.33240909090909093,0.000,0.167,0.250,0.000,0.33240909090909093,0.333,0.222,0.714,0.250,1.000,0.500,0.000,0.000,0.000,1.0,0.33240909090909093,0.000,0.000,0.500,1.000
1,179.0,0.0,0.500,0.333,0.500,0.0,1.000,0.500,0.100,0.167,0.000,1.000,0.333,0.333,0.444,0.000,0.500,0.000,0.000,0.455,0.333,0.250,1.0,0.500,0.000,0.000,0.500
1,179.0,1.0,0.667,0.750,0.5,0.000,1.0,0.000,0.625,0.300,0.222,1.0,0.000,0.111,0.500,0.125,1.000,1.000,0.000,0.000,0.429,0.750,1.000,0.500,0.333,0.000,1.000
1,179.0,0.0,0.000,0.000,0.000,0.000,1.000,0.5,0.167,0.000,0.000,1.000,0.286,0.667,0.167,0.333,1.000,0.4015,0.167,0.200,0.000,0.000,1.000,0.333,0.200,0.667,0.000
1,179.0,1.0,0.333,1.000,0.500,1.000,1.0,0.500,0.500,0.333,0.250,0.500,0.286,0.400,0.167,0.667,0.000,0.4015,0.000,0.500,0.000,1.000,1.0,0.333,0.000,0.667,0.500
1,179.0,0.0,0.250,0.111,0.250,0.000,0.500,0.294,0.308,0.158,0.188,0.667,0.500,0.333,0.273,0.227,0.250,0.667,0.533,0.294,0.308,0.600,0.5,0.667,0.250,0.200,1.000
1,179.0,1.0,0.250,0.200,0.400,0.000,0.500,0.667,0.300,0.286,0.222,0.333,0.000,0.500,0.308,0.214,0.000,0.600,0.182,0.455,0.111,0.400,0.500,0.000,0.250,0.500,0.667
1,179.0,0.0,0.400,0.308,0.000,0.250,0.500,0.333,0.147,0.455,0.250,0.714,0.154,0.417,0.333,0.333,0.500,0.250,0.071,0.600,0.313,0.667,1.000,1.000,0.000,0.500,1.000
1,179.0,1.0,0.400,0.250,0.000,0.286,0.667,0.333,0.333,0.308,0.500,0.500,0.286,0.455,0.545,0.357,0.667,0.444,0.300,0.333,0.313,1.000,1.0,0.000,0.333,0.000,0.000
1,179.0,0.0,0.500,0.222,0.429,0.000,0.250,0.133,0.286,0.286,0.133,0.333,0.167,0.231,0.313,0.250,0.000,0.000,0.222,0.308,0.500,0.667,0.000,0.500,0.333,0.333,1.000
1,179.0,1.0,0.333,0.333,0.250,1.000,1.000,0.417,0.385,0.308,0.091,1.000,0.111,0.364,0.417,0.217,0.333,0.333,0.105,0.455,0.286,0.667,0.500,0.500,0.000,1.000,1.000
1,179.0,0.0,0.000,1.000,1.000,1.000,1.0,0.5,0.667,0.333,0.250,1.0,0.500,0.286,0.500,0.000,1.000,1.000,0.667,0.250,0.375,0.500,0.000,0.601625,1.000,1.000,1.000
1,179.0,1.0,0.500,0.667,1.000,0.500,1.000,0.500,0.667,0.286,0.500,1.000,0.5,0.286,0.143,0.0,1.000,1.0,0.667,0.250,0.667,0.333,0.000,0.601625,1.000,1.0,1.000
1,179.0,0.0,0.0,0.333,0.000,1.000,0.000,0.000,0.286,0.500,0.500,0.000,1.000,0.000,0.600,0.167,0.500,0.000,0.600,0.429,0.000,1.000,0.3103913043478261,0.333,0.333,0.3103913043478261,1.000
1,179.0,1.0,0.000,0.000,0.000,1.0,0.0,0.200,0.500,0.600,0.000,0.0,0.000,0.250,0.250,0.000,0.000,0.000,0.000,0.500,0.000,1.000,0.3103913043478261,0.000,0.000,0.3103913043478261,1.000
1,182.0,0.0,0.000,0.0,0.000,0.32857142857142857,0.500,0.32857142857142857,0.500,0.333,0.2,0.000,0.0,0.500,0.000,0.000,0.32857142857142857,1.000,0.000,1.0,0.000,0.000,0.000,0.32857142857142857,0.5,0.500,1.000
1,182.0,1.0,0.0,0.000,0.0,0.32857142857142857,1.000,0.32857142857142857,0.500,0.000,0.200,0.0,0.000,0.000,0.000,0.0,0.32857142857142857,1.0,0.500,1.000,0.000,0.000,1.000,0.32857142857142857,0.500,1.000,1.0
1,182.0,0.0,1.000,0.333,1.000,1.000,0.4129999999999999,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0.333,1.000,0.000,0.000,0.000,0.000,1.000,1.0,1.0,1.000,0.500,0.4129999999999999
1,182.0,1.0,0.000,0.000,0.000,1.0,0.4129999999999999,0.000,0.250,0.000,0.000,0.0,0.8,0.000,0.500,0.333,0.000,0.500,0.500,0.000,0.333,1.0,1.000,1.000,1.0,0.5,0.4129999999999999
1,178.0,0.0,1.000,0.167,0.250,0.500,1.0,0.333,0.667,0.111,0.200,0.500,0.750,0.111,0.333,0.111,0.800,0.000,0.500,0.313,0.400,0.500,0.0,0.714,0.000,0.333,1.000
1,178.0,1.0,0.500,0.300,0.429,0.5,1.000,0.500,0.444,0.350,0.125,0.500,0.429,0.417,0.087,0.375,0.750,0.750,0.143,0.375,0.000,1.000,0.000,0.000,0.444,0.000,1.000
1,178.0,0.0,0.500,0.375,0.500,0.000,1.000,0.222,0.238,0.357,0.333,0.800,0.625,0.412,0.000,0.125,0.667,0.000,0.200,0.273,0.286,1.000,1.000,1.000,0.333,1.000,1.000
1,178.0,1.0,0.500,0.300,0.357,0.250,1.000,0.556,0.333,0.125,0.375,0.8,0.357,0.125,0.600,0.250,0.625,0.333,0.417,0.429,0.167,1.000,1.000,0.400,0.600,0.000,1.000
1,178.0,0.0,0.000,0.417,0.167,0.444,1.000,0.125,0.091,0.214,0.250,0.333,0.400,0.214,0.429,0.263,0.286,0.571,0.133,0.176,0.375,0.833,1.000,0.500,0.667,0.500,1.000
1,178.0,1.0,0.400,0.182,0.250,0.500,0.667,0.455,0.250,0.350,0.375,0.400,0.222,0.500,0.313,0.200,0.667,0.000,0.333,0.083,0.111,1.000,1.000,0.5,0.750,0.833,1.000
1,178.0,0.0,0.583,0.286,0.714,0.333,1.000,0.250,0.214,0.355,0.222,0.667,0.250,0.286,0.368,0.267,0.500,0.200,0.214,0.412,0.333,0.833,0.600,0.250,0.286,0.375,0.917
1,178.0,1.0,0.250,0.500,0.500,0.500,0.500,0.250,0.333,0.222,0.286,0.571,0.545,0.300,0.353,0.286,0.300,1.000,1.000,0.462,0.231,0.714,0.500,0.500,0.800,0.600,1.000
1,178.0,0.0,0.429,0.429,0.400,0.2,1.000,0.250,0.217,0.300,0.143,0.333,0.667,0.313,0.227,0.083,0.600,0.200,0.111,0.438,0.167,0.714,1.000,0.556,0.545,0.750,0.857
1,178.0,1.0,0.429,0.000,0.000,0.200,1.000,0.000,0.429,0.381,0.667,1.000,0.286,0.429,0.600,0.563,0.800,0.500,0.500,0.000,0.600,0.143,0.500,0.556,0.500,0.500,0.800
1,178.0,0.0,0.5,0.200,0.250,1.0,0.000,0.385,0.000,0.320,0.308,0.800,0.417,0.467,0.529,0.409,0.800,0.333,0.333,0.333,0.267,0.500,0.750,0.800,0.429,0.667,1.000
1,178.0,1.0,0.500,0.400,0.556,1.000,1.000,0.200,0.357,0.357,0.143,0.400,0.143,0.636,0.158,0.118,0.667,0.200,0.500,0.545,0.455,0.750,1.000,0.000,0.250,0.429,0.800
1,178.0,0.0,0.500,0.333,0.571,0.333,0.500,0.444,0.357,0.167,0.333,0.333,0.250,0.333,0.600,0.333,0.333,0.000,0.125,0.308,0.333,0.400,0.000,0.32850000000000007,0.333,0.333,0.500
1,178.0,1.0,0.000,0.167,0.143,0.333,0.5,0.444,0.200,0.400,0.167,0.500,0.250,0.286,0.357,0.188,0.600,0.000,0.250,0.400,0.250,0.833,0.000,0.32850000000000007,0.250,0.333,0.750
1,178.0,0.0,0.286,0.375,0.286,0.667,0.0,0.400,0.217,0.400,0.000,1.000,0.333,0.308,0.462,0.385,0.667,0.000,0.300,0.462,0.214,0.667,1.000,0.500,0.600,0.667,1.000
1,178.0,1.0,1.000,0.000,0.000,0.000,0.000,0.333,0.083,0.400,0.250,0.500,0.000,0.250,0.273,0.167,1.000,0.250,0.200,0.500,0.000,0.667,1.0,0.000,0.333,0.500,1.000
1,178.0,0.0,0.3181818181818182,0.3181818181818182,0.5,0.3181818181818182,0.3181818181818182,0.000,1.0,0.000,0.000,0.3181818181818182,0.3181818181818182,0.000,0.000,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.000,0.0,0.000,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,1.0
1,178.0,1.0,0.3181818181818182,0.3181818181818182,0.500,0.3181818181818182,0.3181818181818182,0.000,1.000,0.000,0.000,0.3181818181818182,0.3181818181818182,0.0,0.000,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.667,0.000,1.000,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,1.000
1,178.0,0.0,0.500,0.000,0.000,0.2328695652173913,0.2328695652173913,0.000,0.250,0.222,0.000,1.0,0.000,0.333,0.000,0.000,0.750,0.0,0.200,0.500,0.000,1.000,0.000,0.500,0.000,0.000,0.000
1,178.0,1.0,0.5,0.000,0.500,0.2328695652173913,0.2328695652173913,0.000,0.000,0.400,0.0,1.000,0.0,0.500,0.000,0.000,0.75,0.000,0.667,0.250,0.000,1.000,0.0,0.000,0.000,0.0,0.0
1,178.0,0.0,0.333,0.000,0.0,0.3274166666666667,1.000,0.000,0.500,1.000,0.000,0.5,0.000,0.250,0.750,0.200,0.000,0.333,0.250,0.500,0.500,0.5,1.000,0.333,0.000,0.0,1.000
1,178.0,1.0,1.000,0.000,0.000,0.3274166666666667,1.0,0.000,0.286,0.000,0.200,0.500,0.000,0.429,0.500,0.000,0.000,0.000,0.000,0.200,0.400,0.500,1.0,0.333,0.000,0.000,1.000
0,185.0,0.0,0.3076923076923077,0.000,0.000,1.0,0.3076923076923077,0.000,0.000,1.000,0.000,0.0,0.3076923076923077,0.500,0.000,0.000,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,1.000,0.0,0.3076923076923077,0.3076923076923077,0.3076923076923077
0,185.0,1.0,0.3076923076923077,0.0,0.000,1.000,0.3076923076923077,0.0,0.0,1.0,0.500,0.000,0.3076923076923077,1.000,0.000,0.000,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,1.0,0.000,0.3076923076923077,0.3076923076923077,0.3076923076923077
0,185.0,0.0,1.000,0.667,0.200,1.000,1.000,1.000,0.000,0.182,0.500,0.250,1.000,0.750,0.250,0.200,0.000,1.000,0.000,0.000,0.500,1.000,0.667,1.000,0.000,0.000,1.000
0,185.0,1.0,0.667,0.000,0.2,0.333,1.000,1.0,0.000,0.000,0.250,0.333,0.500,0.250,0.250,0.000,0.000,0.000,0.500,0.000,0.500,0.500,0.000,1.000,0.0,0.0,1.000
0,185.0,0.0,0.000,0.500,0.000,0.800,0.333,0.500,0.000,0.667,0.364,0.500,1.000,0.600,0.222,0.375,0.200,0.39821739130434786,0.500,0.500,0.200,1.000,0.0,0.39821739130434786,0.000,1.000,0.000
0,185.0,1.0,1.000,0.500,0.400,0.500,0.333,0.5,0.750,0.600,0.200,0.500,0.500,0.333,0.273,0.231,0.500,0.39821739130434786,0.250,0.600,0.200,0.200,0.000,0.39821739130434786,0.0,0.400,0.500
0,185.0,0.0,0.22852941176470587,0.22852941176470587,0.000,0.667,0.0,1.000,0.000,0.200,0.333,0.000,0.22852941176470587,0.000,0.000,0.000,0.0,0.22852941176470587,1.000,0.000,0.500,0.22852941176470587,0.22852941176470587,0.22852941176470587,1.000,0.000,0.22852941176470587
0,185.0,1.0,0.22852941176470587,0.22852941176470587,0.400,0.667,0.000,1.0,0.000,0.000,0.000,0.0,0.22852941176470587,0.500,0.000,0.167,0.000,0.22852941176470587,0.333,0.250,0.333,0.22852941176470587,0.22852941176470587,0.22852941176470587,0.000,0.0,0.22852941176470587
0,188.0,0.0,0.500,0.333,0.000,1.000,0.333,0.400,0.000,0.400,0.250,0.200,1.0,0.000,0.500,0.000,0.250,0.39369565217391306,0.500,0.333,0.333,0.250,0.39369565217391306,0.333,0.5,1.000,0.0
0,188.0,1.0,1.000,0.000,0.667,1.0,1.000,0.500,0.500,0.333,0.333,0.000,1.000,0.500,0.667,0.000,1.000,0.39369565217391306,0.000,0.200,0.000,0.000,0.39369565217391306,0.333,0.500,1.0,0.000
0,188.0,0.0,1.000,0.200,0.444,0.000,1.000,0.667,0.200,0.400,0.300,1.000,0.5,0.200,0.222,0.200,0.667,0.500,0.400,0.200,0.000,0.333,0.4207916666666667,0.000,0.500,0.333,1.000
0,188.0,1.0,1.000,0.2,0.500,0.429,0.000,0.667,0.800,0.278,0.182,0.333,0.500,0.000,0.400,0.143,0.500,0.5,0.429,0.286,0.375,0.429,0.4207916666666667,0.000,0.333,1.000,0.750
0,188.0,0.0,0.500,0.667,0.286,0.636,1.000,0.333,0.400,0.500,0.364,0.222,1.000,0.167,0.231,0.333,0.364,1.0,0.250,0.455,0.400,0.000,1.000,0.600,0.500,0.500,1.000
0,188.0,1.0,0.333,0.667,0.600,0.154,0.500,1.000,0.200,0.412,0.342,0.600,0.500,0.357,0.364,0.400,0.444,1.000,0.500,0.364,0.417,0.500,1.0,0.6,0.250,0.500,1.000
0,188.0,0.0,0.286,0.333,0.286,0.500,0.500,0.800,0.000,0.556,0.063,0.750,0.667,0.154,0.500,0.389,0.143,0.000,0.000,0.273,0.300,0.400,1.000,0.667,0.333,0.800,0.000
0,188.0,1.0,1.000,1.000,0.500,0.625,0.667,0.400,0.400,0.308,0.267,0.556,0.600,0.385,0.429,0.500,0.400,0.250,0.533,0.214,0.444,0.667,0.500,0.667,0.400,1.000,1.000
0,181.0,0.0,0.000,0.24211111111111114,0.24211111111111114,0.000,0.24211111111111114,0.24211111111111114,0.400,0.333,0.250,0.0,0.24211111111111114,0.24211111111111114,0.24211111111111114,0.24211111111111114,0.24211111111111114,0.24211111111111114,0.000,0.24211111111111114,0.000,0.24211111111111114,0.24211111111111114,0.24211111111111114,1.0,0.24211111111111114,0.24211111111111114
0,181.0,1.0,1.000,0.24211111111111114,0.24211111111111114,0.0,0.24211111111111114,0.24211111111111114,0.000,0.000,0.000,0.000,0.24211111111111114,0.24211111111111114,0.24211111111111114,0.24211111111111114,0.24211111111111114,0.24211111111111114,0.000,0.24211111111111114,0.0,0.24211111111111114,0.24211111111111114,0.24211111111111114,1.000,0.24211111111111114,0.24211111111111114
0,181.0,0.0,0.500,0.0,0.000,0.000,1.0,1.000,0.000,0.333,0.200,0.000,1.000,0.333,1.000,0.417,0.333,0.4063181818181818,0.667,0.200,0.500,0.333,0.4063181818181818,0.000,1.000,0.4063181818181818,1.000
0,181.0,1.0,0.000,0.000,1.000,1.000,1.000,0.500,0.429,0.000,0.273,0.000,0.500,0.500,0.000,0.286,0.333,0.4063181818181818,0.000,0.000,0.750,0.333,0.4063181818181818,0.000,1.0,0.4063181818181818,1.000
0,180.0,0.0,0.3812857142857143,0.000,0.500,0.000,0.3812857142857143,0.000,0.143,0.250,0.300,0.3812857142857143,1.000,0.000,0.200,0.300,0.000,1.0,0.500,0.400,1.000,1.000,0.3812857142857143,0.000,0.667,0.500,0.0
0,180.0,1.0,0.3812857142857143,0.0,0.500,0.0,0.3812857142857143,0.500,0.000,0.250,0.000,0.3812857142857143,1.0,0.500,0.250,0.000,0.000,1.000,1.000,0.500,0.000,1.0,0.3812857142857143,0.0,0.667,0.500,0.000
0,180.0,0.0,0.0,1.0,1.0,0.000,0.000,0.20833333333333334,0.000,0.000,0.000,0.000,0.20833333333333334,0.5,0.000,0.333,0.20833333333333334,0.000,0.0,0.0,0.0,0.20833333333333334,0.20833333333333334,0.000,1.0,0.20833333333333334,0.20833333333333334
0,180.0,1.0,0.000,1.000,1.000,0.000,0.000,0.20833333333333334,0.0,0.0,0.000,0.0,0.20833333333333334,0.500,0.0,0.000,0.20833333333333334,0.0,0.000,0.000,0.000,0.20833333333333334,0.20833333333333334,0.0,1.000,0.20833333333333334,0.20833333333333334
1,181.0,0.0,0.000,0.000,0.000,0.337,0.000,0.000,0.182,0.500,0.000,0.0,0.429,0.308,0.250,0.500,1.000,0.667,0.333,0.400,0.000,0.000,1.000,0.500,1.000,0.500,0.000
1,181.0,1.0,0.000,0.143,0.200,0.337,0.500,0.250,0.200,0.143,0.250,0.000,0.429,0.083,0.667,0.000,0.000,1.000,1.000,0.000,0.250,0.000,1.000,0.000,1.0,0.500,1.000
1,181.0,0.0,0.000,0.000,0.000,0.250,1.000,0.400,0.222,0.364,0.333,0.500,0.400,0.000,0.500,0.200,0.0,0.000,0.000,0.000,0.167,0.000,1.000,0.2816666666666667,0.000,0.500,1.000
1,181.0,1.0,0.250,0.000,0.000,0.000,0.500,0.250,0.167,0.333,0.000,1.000,0.000,0.333,0.500,0.429,0.000,1.000,0.167,0.250,1.000,0.0,1.0,0.2816666666666667,0.000,0.000,0.500
0,173.0,0.0,0.000,1.000,0.250,1.000,0.4180454545454546,1.0,0.000,0.500,0.000,0.333,0.0,0.000,0.250,0.400,0.4180454545454546,0.0,0.000,0.667,0.000,1.0,0.500,1.0,1.000,1.0,0.4180454545454546
0,173.0,1.0,0.0,1.000,0.000,0.500,0.4180454545454546,1.000,0.000,0.286,0.000,0.333,0.000,0.000,0.250,0.000,0.4180454545454546,0.000,0.000,1.000,0.0,1.000,0.000,1.000,1.0,1.000,0.4180454545454546
0,173.0,0.0,0.3145263157894737,0.0,0.5,0.3145263157894737,0.000,1.000,0.0,0.333,1.000,1.000,0.3145263157894737,0.500,0.600,0.375,0.0,0.000,0.000,0.500,0.500,0.3145263157894737,0.3145263157894737,1.0,0.000,0.3145263157894737,0.0
0,173.0,1.0,0.3145263157894737,0.000,0.500,0.3145263157894737,0.0,1.0,0.000,0.500,0.000,0.000,0.3145263157894737,0.000,0.6,0.333,0.000,0.0,0.500,0.500,0.000,0.3145263157894737,0.3145263157894737,1.000,0.0,0.3145263157894737,0.000
1,183.0,0.0,0.4333,0.4333,0.4333,0.4333,0.4333,0.4333,1.000,1.000,0.4333,0.4333,0.000,0.000,1.000,0.4333,0.4333,1.000,0.4333,0.4333,0.0,0.4333,0.4333,1.0,0.0,0.0,0.4333
1,183.0,1.0,0.4333,0.4333,0.4333,0.4333,0.4333,0.4333,0.000,1.0,0.4333,0.4333,0.000,0.0,1.000,0.4333,0.4333,1.0,0.4333,0.4333,0.000,0.4333,0.4333,1.000,0.000,0.000,0.4333
1,183.0,0.0,0.000,0.000,0.333,0.333,0.000,0.250,0.333,0.211,0.500,0.333,0.286,0.316,0.500,0.444,0.000,0.556,0.308,0.556,0.375,0.000,0.000,1.000,0.400,0.333,1.000
1,183.0,1.0,0.286,0.500,0.200,1.000,0.0,0.267,0.500,0.000,0.200,0.750,0.375,0.250,0.750,0.353,0.000,0.333,0.200,0.222,0.364,0.500,0.000,0.200,0.500,0.000,1.000
1,183.0,0.0,0.250,0.300,0.333,0.000,0.500,0.267,0.400,0.214,0.357,0.500,0.400,0.524,0.333,0.143,0.500,0.500,0.444,0.500,0.214,0.500,1.000,0.250,0.000,0.333,1.000
1,183.0,1.0,0.000,0.143,0.667,0.143,1.000,0.429,0.429,0.313,0.500,0.571,0.125,0.360,0.526,0.357,0.667,0.750,0.500,0.286,0.167,0.500,0.000,0.000,0.500,0.000,0.000
1,183.0,0.0,0.500,0.154,0.300,0.333,0.500,0.438,0.261,0.429,0.200,0.000,0.412,0.389,0.474,0.286,0.125,0.200,0.375,0.263,0.571,0.800,0.000,0.667,0.571,1.000,1.000
1,183.0,1.0,0.200,0.000,0.308,0.333,0.500,0.417,0.190,0.393,0.143,1.000,0.250,0.333,0.500,0.333,0.800,0.500,0.429,0.250,0.300,0.750,1.000,0.000,0.000,0.000,1.000
1,183.0,0.0,0.250,0.000,0.227,0.571,0.000,0.000,0.370,0.300,0.467,0.500,0.400,0.360,0.378,0.370,1.000,0.500,0.200,0.333,0.091,1.000,1.000,0.400,0.500,0.500,1.000
1,183.0,1.0,0.750,0.500,0.263,0.250,1.000,0.500,0.611,0.389,0.308,0.5,0.200,0.313,0.519,0.316,0.667,0.600,0.375,0.417,0.500,1.000,0.333,0.000,0.000,0.333,1.000
1,183.0,0.0,0.200,0.250,0.000,0.000,0.200,0.182,0.375,0.500,0.471,1.000,0.000,0.471,0.429,0.357,1.000,0.364,0.333,0.333,0.500,0.400,0.500,0.571,0.333,0.500,1.000
1,183.0,1.0,0.000,0.667,0.400,0.500,1.000,0.000,0.235,0.375,0.000,0.500,0.429,0.333,0.400,0.250,1.000,0.667,0.250,0.375,0.286,0.571,1.000,0.500,1.000,0.000,1.000
1,183.0,0.0,0.222,0.429,0.364,1.000,1.000,0.364,0.375,0.158,0.200,0.500,0.462,0.400,0.577,0.333,0.250,0.500,0.375,0.364,0.391,0.000,1.000,0.500,0.250,0.375,0.333
1,183.0,1.0,0.200,0.400,0.625,0.000,1.0,0.300,0.692,0.133,0.500,0.5,0.500,0.444,0.500,0.333,0.333,0.500,0.429,0.563,0.333,1.000,1.000,0.000,0.000,0.000,0.000
1,183.0,0.0,0.500,0.143,0.600,0.500,0.000,0.500,0.000,0.111,0.250,0.000,0.200,0.091,0.455,0.333,0.3733333333333333,0.400,0.000,0.167,0.000,1.000,0.500,0.5,0.167,1.000,0.000
1,183.0,1.0,0.600,0.167,0.143,1.000,0.0,0.000,0.545,0.778,0.250,1.000,0.400,0.400,0.500,0.222,0.3733333333333333,0.500,0.333,0.000,0.400,1.0,0.5,0.500,0.000,0.667,0.500
1,183.0,0.0,0.375,0.400,0.182,0.600,1.000,0.400,0.296,0.211,0.625,0.333,0.222,0.200,0.379,0.222,0.500,0.364,0.333,0.250,0.400,0.500,0.750,0.286,0.400,1.000,1.000
